V1,V2,V3,V4
27.37,-2.0294,10.501,-0.69464
3.6199,3.2553,8.1586,7.464
74.14,-1.9205,7.246,-0.040861
331.27,-3.2553,8.7715,-0.46309
2.8293,-2.4925,3.7865,8.0088
106.14,-1.3076,5.4754,5.7478
145.09,-4.7535,10.188,3.337
67.762,-1.6072,7.5865,3.0237
26.55,-2.5606,7.7772,-1.4574
8.0299,-1.9477,11.182,-1.4982
93.109,0.38137,8.2403,1.6072
77.991,-2.0703,10.12,-0.23155
105.24,0.57205,10.188,0.61292
101.44,0.72188,10.46,-2.6832
455.78,-5.4754,8.8532,-3.2144
67.69,1.757,8.0496,-0.38137
327.27,-0.95342,9.4253,0.76274
256.24,-0.53119,10.079,0.72188
48.117,-2.9829,14.097,-1.3757
578.64,1.5663,9.3436,-2.1384
57.07,2.4517,9.2346,0.53119
531.89,-0.8036,10.569,-0.99429
290.47,-5.9385,15.05,-2.3018
36.56,-0.65378,10.992,-0.50395
51.03,-1.6072,9.003,0.8036
360.96,3.9499,9.3027,-4.2087
146.25,-0.72188,9.3027,2.8739
248.0,-1.6481,9.9156,2.8739
36.85,-7.7772,10.311,-3.8273
5.3893,-1.8796,8.5808,2.5334
377.15,-1.2667,9.1529,-0.23155
58.849,-1.1441,11.986,1.2667
652.05,-3.909,6.3607,10.27
30.72,-3.9771,7.8862,1.5663
36.18,-3.3642,8.8941,-0.040861
173.29,-0.53119,9.0439,9.0439
133.84,-1.9205,5.1757,1.1169
112.89,2.9148,7.8181,-3.5277
34.33,-0.8036,9.8884,0.27241
243.63,-3.7184,10.76,-1.3757
38.61,1.2258,6.9328,-0.88532
379.21,0.34051,-0.10896,10.42
61.32,-2.9829,5.2438,-0.50395
609.49,-0.38137,10.379,0.19068
528.66,0.76274,7.8181,-2.7513
53.56,-4.2087,10.529,0.92618
507.09,3.7184,5.6252,-2.7513
422.34,-2.6015,8.9622,2.9829
27.528,-3.3642,10.42,-0.27241
430.44,-3.9771,7.5865,0.10896
24.089,0.61292,9.3027,-0.040861
133.43,7.6274,5.2847,5.2847
27.06,-7.355,12.64,1.3348
26.197,-1.1441,11.754,-0.46309
95.49,-0.57205,8.431,-2.6015
179.55,-1.4574,4.4402,4.4402
79.5,0.0,10.924,-1.9477
89.55,0.57205,7.8862,-1.6481
349.99,-4.5901,11.141,-2.4517
22.969,1.2258,8.1586,-2.4925
35.49,-0.76274,8.0496,0.76274
234.93,-1.076,11.754,-2.6832
15.56,-4.4402,9.3027,0.53119
426.82,-1.2667,11.455,0.65378
293.95,-2.5606,8.6217,3.5958
144.87,-2.1112,7.0145,0.46309
279.85,-0.53119,13.212,-0.99429
303.77,-4.985,5.9793,-0.95342
41.81,-4.3721,7.1234,0.14982
206.82,-2.261,3.4868,-3.909
24.54,0.57205,7.8862,-2.4517
48.03,-2.9148,9.6568,-0.50395
130.68,-0.76274,5.4345,8.0496
463.85,-0.27241,7.3141,0.19068
54.28,-2.4925,8.1995,-3.0237
410.39,-1.0351,5.7069,8.2812
664.63,0.34051,8.4991,0.92618
261.3,-4.9442,10.27,-0.72188
46.99,-1.8796,8.9213,-1.9205
222.11,-4.3313,5.8976,-1.7298
10.94,0.42223,9.6568,-0.29965
247.97,2.3427,8.0496,-0.46309
79.91,-1.4165,9.5342,-4.0997
77.65,-0.27241,9.8066,-2.7513
23.14,-5.3256,11.727,-0.65378
552.86,7.6955,11.754,4.9442
33.93,-0.69464,9.1937,0.42223
16.31,-1.9886,10.229,-0.91256
68.17,-4.3994,5.1757,-1.5663
251.9,-1.4165,7.927,2.261
534.59,-0.88532,9.4253,0.8036
299.77,-4.985,8.3493,-0.61292
446.83,2.7922,7.1234,-5.598
60.439,-0.53119,11.141,1.4574
12.31,0.38137,9.6568,-1.076
202.38,-0.61292,9.6568,-0.69464
109.01,-0.69464,9.2755,-1.076
98.428,1.0351,10.501,-1.9477
192.52,-2.9829,6.5514,-1.3348
580.2,0.57205,8.54,-0.99429
76.55,0.14982,14.138,1.2258
73.827,-3.0646,13.062,4.0997
44.399,-0.27241,9.3844,-0.50395
304.71,-1.6889,10.733,0.040861
33.14,-3.8273,7.0145,-0.040861
546.0,-1.1169,8.0088,-2.0294
64.46,6.2109,8.6625,-2.6832
296.72,-0.65378,9.9565,0.34051
160.35,-6.5514,10.379,-0.38137
604.59,-0.29965,6.0474,7.246
215.65,-4.2904,7.5865,-1.5663
412.04,-1.3348,5.2166,8.1177
392.75,-1.0351,6.5922,-1.5663
636.89,-2.9829,5.598,-0.42223
121.6,0.0,8.54,0.46309
459.07,-1.7979,8.8124,-2.5334
446.23,-1.6072,11.877,-1.1441
175.35,6.0202,3.4868,3.4868
459.83,-1.3076,9.112,0.84446
3.7827,4.0589,6.0883,1.4574
318.12,0.95342,10.842,0.65378
550.53,0.76274,7.5457,0.57205
36.829,-0.72188,13.866,2.6423
25.65,-3.7592,10.038,-3.2144
547.38,-0.19068,4.2087,8.1177
109.18,-5.4345,2.9829,1.7298
1.8603,5.8976,7.246,5.598
83.34,1.1169,9.4661,-1.5663
616.57,-2.1793,11.455,1.2258
246.09,-2.2201,12.408,-2.5606
510.71,0.23155,5.0531,8.1177
346.72,0.65378,11.727,-0.14982
76.962,-0.50395,9.2346,0.46309
163.2,-2.2201,6.7012,-1.3076
87.651,-1.8387,9.4253,0.76274
21.95,-0.69464,7.8181,-0.27241
365.62,-1.076,9.507,-0.10896
151.69,-0.14982,4.9033,8.431
198.95,-0.88532,7.6274,0.081722
31.339,-0.46309,8.7306,0.19068
378.24,-2.2201,6.5514,-2.3699
77.87,-3.4051,5.9793,-0.34051
346.76,-5.6661,9.5342,-3.337
55.97,-1.9886,6.5922,-0.91256
70.52,-4.018,6.4016,-0.72188
32.352,-4.3721,3.0237,-0.69464
58.339,2.0703,8.6898,-0.57205
674.35,-0.14982,5.9385,7.6955
518.93,-6.4697,9.7249,1.8387
2.2502,1.3076,8.1586,5.4754
398.97,-1.2258,9.6977,0.38137
377.52,-0.99429,8.54,1.0351
308.32,-5.6252,8.0496,1.3757
144.43,-0.42223,9.9156,0.0
488.99,-6.7421,8.3901,-0.040861
101.82,-0.50395,11.141,-2.8739
441.09,-4.1814,8.6625,0.081722
82.11,1.1441,11.536,0.84446
123.35,0.65378,8.1177,-0.081722
293.76,-2.9829,8.54,0.31327
71.53,-0.29965,8.8532,-1.3348
141.62,-8.1995,8.6217,-2.3018
185.98,-2.6832,5.4754,-0.23155
73.9,-3.4459,9.1937,0.10896
650.13,-2.0703,6.2109,-0.50395
167.73,-1.5663,10.079,-0.081722
8.0703,-2.4925,8.3084,4.0589
168.32,-2.833,8.8941,-0.84446
215.75,-0.14982,13.566,-0.65378
346.88,-3.4051,8.431,0.92618
16.7,-0.42223,9.5342,-1.076
344.78,-1.4982,7.6955,2.4108
54.299,-1.6072,12.299,-0.91256
145.46,0.53119,11.836,-0.69464
0.35928,-0.040861,4.3313,8.8124
252.77,-5.094,11.346,0.0
111.52,-3.8682,11.836,-1.9477
203.3,-1.8387,7.0826,0.14982
349.8,2.3427,11.223,-0.42223
31.97,1.1441,9.5342,1.7298
46.57,-3.5958,7.7772,0.31327
9.0604,-2.6832,14.792,2.9829
120.93,-0.10896,12.721,0.19068
76.59,-1.3076,8.4719,0.27241
31.109,-1.076,6.0474,1.2258
22.84,-7.3958,12.217,0.27241
240.09,0.14982,7.355,-0.27241
589.56,-0.8036,12.83,-1.4574
339.98,-1.3076,7.0145,1.8796
241.23,-2.8739,8.9622,-0.38137
18.65,-2.6423,12.108,0.50395
86.219,0.34051,8.3901,-0.69464
160.36,0.23155,8.2403,-1.3076
137.82,-1.5255,8.8532,3.5277
475.0,-1.0351,4.4402,-1.7298
75.297,-1.7298,5.3664,0.46309
646.18,0.14982,7.9679,-2.9829
28.697,-1.3348,9.4253,2.2201
447.46,-4.018,8.9622,0.040861
228.16,-1.2667,6.851,-2.5606
212.3,-3.4459,8.8124,-0.61292
424.33,-2.1384,9.112,2.5606
65.219,0.040861,15.132,1.8796
402.82,-1.076,11.182,-0.27241
159.04,-6.279,11.496,1.9205
11.69,4.2904,9.3844,0.8036
54.14,-3.1054,8.3493,3.2553
53.91,-1.076,9.2755,2.0703
70.14,-0.50395,12.258,0.65378
163.16,-4.2495,6.6331,0.46309
389.25,1.7979,1.757,10.12
107.12,0.040861,7.8181,1.6889
148.51,-1.4982,9.1529,3.4051
389.94,-0.27241,-0.8036,8.3084
91.913,-2.3018,4.018,2.1793
172.43,-1.5255,4.6718,8.0088
66.99,-2.3018,6.279,-0.53119
99.46,-0.72188,7.0826,-1.1441
232.47,-6.4697,9.7658,-1.757
126.4,1.2667,10.842,0.65378
231.34,-3.0646,8.8124,0.081722
65.818,-0.88532,15.241,0.19068
47.323,8.5808,7.5457,-0.65378
81.08,-2.1112,9.4661,1.6481
658.58,0.46309,8.1586,0.84446
68.02,3.5958,5.4073,-0.46309
101.06,-3.8273,9.5342,1.6072
20.98,-1.0351,8.9622,8.9622
119.52,-1.185,2.4517,0.84446
141.28,-2.3427,6.2109,-2.2201
164.74,-0.95342,11.564,-2.9148
255.93,-8.3084,11.727,1.1441
102.16,-7.1234,13.484,-1.185
143.64,-2.9148,10.27,-0.88532
251.84,-0.65378,10.42,-5.2438
88.912,-1.6072,6.2109,1.3757
308.38,-5.1349,8.1995,-1.8387
163.8,2.3018,8.2403,6.0202
89.541,-4.2087,8.5808,0.84446
150.52,-0.50395,12.449,-0.76274
263.2,-1.4574,9.9973,0.040861
82.71,-0.27241,6.8919,0.31327
79.79,-0.50395,9.2755,-1.185
0.97009,0.27241,8.3084,5.094
382.4,-3.9499,11.686,-1.757
149.4,-2.2201,6.4016,0.57205
142.94,-5.0123,15.241,15.241
336.0,-2.9148,6.4424,-2.1112
8.8794,0.34051,9.9156,-1.5255
650.0,0.95342,8.0769,-0.040861
554.25,-0.42223,9.6568,-0.84446
339.26,-3.5277,8.5808,2.9556
279.94,-1.6072,11.496,-3.8273
70.3,-2.3018,12.871,-1.8796
513.43,0.72188,7.8589,-6.0202
49.709,-2.7513,10.27,0.84446
192.96,-0.76274,5.0531,-0.38137
58.79,0.14982,9.7658,1.185
35.21,-1.5255,9.112,-0.57205
203.3,-0.69464,9.2346,1.8796
378.53,2.6423,9.3436,-3.9771
55.007,1.3757,10.27,-1.8387
173.85,-3.7184,7.0553,-4.6309
297.1,-1.7979,8.54,4.0589
35.149,0.50395,7.3141,-0.91256
104.44,-1.9477,5.8976,-1.3076
231.12,-1.6889,4.6718,0.46309
4.7191,0.23155,9.8884,-0.34051
17.612,-2.4517,14.369,8.9622
75.139,2.1112,8.54,-4.985
542.49,-2.5606,6.9328,-0.29965
242.67,-2.5606,8.0088,-1.6072
43.42,-8.0088,13.184,1.757
13.46,-0.19068,7.5048,1.1169
458.82,-1.2667,9.3027,-0.76274
423.51,-2.6015,8.7306,2.6015
125.38,-1.2667,10.27,-0.27241
8.0389,-0.88532,8.9622,2.5334
61.93,-0.38137,7.1234,-3.4868
192.33,1.4982,9.0439,0.081722
206.06,1.7979,-1.9886,-10.883
97.69,0.19068,9.0848,-0.27241
77.37,-10.106,12.762,-1.6889
40.33,-0.23155,7.4367,0.72188
19.81,0.53119,9.003,-1.3757
238.38,-0.72188,8.1995,-1.1441
495.83,-1.0351,10.188,-1.8387
84.93,-0.91256,8.4719,-0.040861
650.09,0.69464,14.097,2.7922
204.82,-0.88532,5.7478,1.5391
538.91,-5.8159,3.7865,0.0
21.389,0.53119,9.4661,0.040861
144.01,-10.229,5.1757,-2.0294
357.47,-2.3018,12.108,6.5922
329.46,-2.2201,8.4991,3.0646
82.05,1.1169,13.566,-4.5628
410.57,-0.84446,14.669,-0.19068
300.8,-0.14982,4.1406,8.3493
76.88,-7.464,6.9328,-3.4868
339.72,1.757,9.7658,-0.34051
17.85,-7.2052,11.795,-1.3076
319.51,-2.5334,10.27,0.69464
130.42,-1.9886,2.1793,0.8036
10.19,-2.5334,3.7592,-0.23155
18.58,-2.1793,6.9736,1.185
25.05,-2.0294,9.9156,0.34051
52.48,-7.246,13.253,-1.076
97.689,-1.3348,9.4253,0.10896
130.9,-2.1112,2.7922,-0.46309
341.25,-6.2109,8.54,-2.4517
43.97,-4.3721,9.8475,-2.4925
149.72,-2.9829,8.4991,0.76274
12.4,-1.7298,6.6604,-0.19068
95.71,-10.801,15.132,-1.1441
38.66,-5.598,8.8532,0.14982
160.89,0.42223,10.27,1.7979
37.37,-4.3313,10.311,-0.72188
624.27,-4.1406,6.2109,3.2553
47.45,0.081722,13.866,2.5606
308.83,-1.0351,4.7535,-1.5663
288.19,-6.1292,14.097,1.1169
637.37,-3.4868,6.7421,-2.7922
0.47757,-0.46309,7.4367,6.5922
82.44,-1.1169,10.12,-1.185
85.53,-7.0826,12.449,-0.84446
188.68,-2.9148,9.4661,1.2258
439.05,-0.76274,9.4661,0.50395
523.24,0.42223,10.147,-1.185
599.65,-0.95342,8.8941,-1.3757
125.07,-9.7658,11.727,2.7649
218.86,-4.6309,10.079,-0.50395
218.09,-1.2258,5.9793,7.5865
88.913,-4.018,10.651,0.38137
56.489,2.261,5.4345,0.53119
148.35,-0.34051,7.8589,-0.65378
39.42,-1.0351,11.264,0.081722
109.64,-2.0703,7.927,-1.1169
473.98,-3.4051,7.927,-0.53119
464.44,-2.1384,5.598,-0.99429
259.4,-2.0294,9.7249,1.4982
103.07,-2.9148,4.3721,-0.57205
101.79,-0.76274,11.346,-3.4051
280.66,-1.2258,7.1234,-1.6889
464.24,-1.185,10.569,-3.3642
21.883,-12.721,-1.185,3.9499
500.78,-1.6889,14.601,-0.76274
8.4303,3.337,16.086,1.6072
372.95,2.152,8.3084,-2.7922
96.09,-0.76274,9.112,-1.7298
559.46,-0.69464,11.727,-1.0351
13.9,-4.1406,9.1529,0.27241
339.01,-1.4574,6.4697,0.99429
354.86,-5.2438,9.8066,-4.018
106.08,0.8036,10.038,-2.833
160.48,-0.61292,5.6661,-1.1169
0.54996,-0.57205,5.598,7.464
31.58,-6.5105,11.877,1.2258
80.41,2.7241,4.1814,1.0351
161.33,-2.6423,13.021,1.3348
212.85,-3.7184,5.6661,-0.27241
69.92,0.34051,9.4661,1.9205
72.2,-7.927,13.906,1.8796
82.269,-1.4165,6.4016,2.0703
129.88,1.3348,8.431,-0.10896
581.88,-1.1169,12.177,0.69464
49.88,-3.6366,8.1177,-0.34051
210.88,-2.7241,5.9385,2.6832
581.43,0.88532,10.188,-0.76274
14.5,-0.38137,9.616,-1.3348
138.81,4.1406,9.3436,-0.69464
626.55,0.19068,6.5922,6.7012
79.609,0.42223,15.432,-0.88532
122.25,-1.9205,6.0202,7.464
143.68,-4.6309,11.114,-1.9886
462.31,-1.6889,9.003,0.14982
26.59,0.31327,6.0883,0.081722
84.63,2.5334,9.0848,-3.1054
150.48,1.4982,10.883,0.72188
3.2603,4.2087,6.0474,0.46309
125.57,-7.6546,13.021,-2.9556
563.56,6.0883,13.144,-3.9771
74.937,-3.5958,12.217,3.6366
168.57,-3.8273,8.54,0.19068
266.09,-0.46309,5.6252,-2.7922
234.3,2.7922,8.431,-4.2904
562.03,0.88532,8.54,-1.076
53.687,-2.3018,5.8976,0.84446
42.88,-2.1112,10.229,-3.8682
193.65,-4.1814,8.3493,0.0
286.77,-7.3141,14.097,-0.50395
96.34,-1.3076,9.1937,-0.84446
41.2,-3.4868,10.651,0.88532
288.71,-5.5162,13.021,-0.57205
140.0,-9.1529,10.46,-0.57205
85.109,-0.081722,9.6568,-1.185
210.95,-0.50395,8.2812,3.5958
386.51,0.53119,9.7249,0.69464
49.13,-3.2144,7.9679,-0.29965
447.28,0.23155,13.716,0.10896
147.39,-3.7184,7.3958,0.72188
201.15,-1.6481,6.0883,0.8036
213.83,-0.65378,13.062,-1.6889
84.93,2.4925,9.8884,-0.34051
107.95,1.4574,8.2403,-4.8216
363.95,-1.9886,10.379,-0.88532
127.78,-1.076,9.5751,-1.1169
31.127,-2.4108,9.3436,1.2258
187.25,-3.2961,7.6274,-0.84446
190.58,-1.2667,8.9213,3.5277
31.38,-2.7922,7.2052,0.0
111.25,-0.10896,10.188,-2.3018
224.0,-1.5255,8.8124,3.3778
30.24,-4.0997,8.4991,0.92618
104.56,-1.2667,8.7306,-1.7979
257.28,-1.9205,9.5751,3.2553
500.63,-1.8796,9.7658,-0.29965
49.002,-0.99429,9.112,2.7922
220.45,-0.91256,10.42,-0.72188
66.21,-2.9556,10.501,-1.0351
50.9,-3.6366,9.1937,-1.2667
118.67,-2.1112,6.1292,-1.7298
236.26,-5.0123,9.8475,-0.10896
277.86,0.92618,11.305,0.50395
35.7,-4.8216,10.27,1.8796
83.24,-7.7364,12.258,1.4574
80.78,-0.10896,9.1937,1.0351
57.903,-2.1793,7.8862,3.6775
116.37,2.9148,8.1586,-3.8682
27.23,-1.6072,4.2087,4.2087
404.81,-4.6718,12.108,1.6481
27.43,-1.3757,9.0439,0.72188
30.48,-1.7979,6.7421,-1.9205
34.69,-4.4811,10.651,-3.9499
193.42,1.1169,5.6661,7.8181
16.01,-1.6889,10.311,0.88532
9.5402,-1.9886,13.144,1.2258
222.75,-2.4925,12.258,-3.1054
113.89,0.0,9.616,-0.88532
346.34,-2.1112,9.8066,3.1054
400.67,0.19068,13.675,0.53119
158.76,-4.7944,5.9793,-0.65378
673.8,-0.50395,4.3313,7.3958
33.35,-2.6015,11.959,6.4016
405.48,0.040861,9.2755,0.23155
58.8,0.10896,8.9213,-2.261
98.47,-9.1937,11.959,2.7241
154.15,-0.46309,7.6274,-1.9205
160.14,0.84446,8.0769,-3.4868
458.06,0.34051,7.1234,-0.8036
106.78,-0.95342,6.5514,-1.6072
127.97,0.27241,6.4697,6.4697
142.96,2.9829,7.2733,-3.6775
323.35,-5.7069,9.6568,-0.65378
95.3,-0.76274,8.1177,-0.42223
171.03,-0.88532,5.2438,6.7829
291.03,-2.0294,14.097,-0.081722
72.31,-2.0703,7.0826,-0.84446
157.1,-4.2904,7.6683,0.27241
438.59,0.10896,9.6568,-0.84446
381.06,-0.76274,9.3027,0.27241
107.32,-7.246,13.212,-2.7513
380.5,1.6889,0.34051,10.883
314.02,-5.4073,8.1995,0.081722
207.65,-0.8036,9.112,0.10896
16.45,0.040861,7.0145,0.34051
197.59,0.8036,9.2346,2.9148
179.28,-0.84446,7.7772,7.7772
502.21,3.337,10.842,-2.7922
20.44,-1.4165,10.42,-0.46309
510.58,0.10896,5.1349,8.1586
494.45,-4.5628,9.112,-1.1169
34.99,-6.0202,10.569,0.27241
116.25,-4.5901,10.12,-3.337
354.04,-1.1441,7.0826,0.34051
166.99,-0.081722,11.032,-1.9205
296.78,-1.6481,12.027,-1.4982
471.74,-1.5663,12.149,-0.34051
61.47,-0.10896,10.311,-1.4574
169.81,-1.3076,6.6331,-0.99429
34.85,-1.6481,6.8919,0.99429
308.2,-2.4108,6.8238,-2.0294
14.73,0.95342,10.569,-2.1112
273.94,-7.7364,14.669,1.1169
45.8,0.50395,8.1995,1.2258
71.15,-3.0646,11.455,-2.4925
654.35,1.8796,8.431,-0.19068
88.779,-0.34051,9.7658,0.72188
200.96,-5.1757,8.0769,0.081722
444.15,-1.185,10.883,-1.1441
42.973,1.076,9.5342,-0.50395
242.31,-0.27241,8.1586,-2.9148
298.05,-4.985,8.3493,-0.95342
172.04,-0.61292,8.9622,0.14982
36.929,0.19068,9.9565,0.65378
102.28,-9.112,6.6331,-2.1793
101.14,-4.0589,8.7306,-0.27241
95.29,-0.91256,10.692,-1.2258
114.95,-2.1384,9.3027,-0.46309
27.676,-10.229,-0.29965,5.2438
322.12,-1.1169,14.792,-1.757
153.78,-1.185,12.217,0.34051
647.67,0.69464,7.6274,-4.7944
524.87,-0.84446,13.184,0.19068
138.25,-3.1054,6.7012,-1.4574
11.6,2.7649,9.3027,0.88532
99.24,-3.7865,9.1529,-0.34051
68.73,-4.4811,7.464,-3.7184
117.02,-0.61292,9.6568,-1.3076
245.75,-2.9829,7.1234,0.65378
21.12,-3.909,13.184,1.076
256.41,-0.53119,8.7306,3.7865
204.39,-1.2667,12.572,-1.0351
139.19,1.5391,13.402,-0.040861
24.969,0.040861,15.514,-2.3018
220.38,-4.985,1.9205,2.7241
108.93,-0.76274,9.3436,-0.69464
72.35,-2.3427,6.851,-0.27241
294.01,-1.8796,9.0439,3.6366
511.26,0.50395,5.1757,8.1177
113.57,-5.0531,9.8475,-1.6072
44.86,0.57205,6.1292,-1.6889
203.1,-1.8796,6.2109,-1.2667
33.87,-2.1112,9.2755,-0.69464
215.89,-0.8036,5.2847,5.6661
88.15,-7.2733,10.079,-0.65378
290.44,-1.8387,8.2812,-0.72188
10.02,-0.040861,12.953,-2.0703
38.32,-6.4288,11.305,1.9477
674.05,-1.0351,5.1757,7.0145
116.24,-4.4402,2.9556,-0.46309
292.14,-3.0237,8.9213,0.34051
280.81,-0.081722,9.5342,0.34051
123.69,-0.95342,9.3436,0.76274
517.07,-1.1441,5.4345,0.84446
29.297,-3.6366,13.716,2.6832
245.65,-0.42223,9.5751,-1.1441
13.15,8.3493,12.912,0.65378
108.19,3.0646,7.927,-0.99429
5.5501,-2.3018,11.496,-0.34051
8.0,-1.6072,9.3844,0.69464
171.85,-1.3076,7.3141,0.57205
331.9,-0.8036,7.1643,0.61292
427.03,-2.7922,8.3901,3.4868
213.41,0.76274,9.9156,-3.2553
95.011,-4.3721,8.4719,-0.23155
228.17,-2.3018,12.681,-3.2961
108.78,-0.34051,10.038,-0.99429
6.8017,-10.883,-0.99429,0.14982
24.3,-0.69464,7.2733,-1.3076
39.92,-4.1406,6.8919,1.5391
13.3,-1.1441,8.3493,4.0589
101.08,-10.27,16.889,-2.1384
47.23,6.279,10.733,-0.91256
36.76,-4.8216,8.1177,-4.5901
274.95,-3.2144,8.6625,3.0237
158.19,-6.5514,7.6683,1.8796
539.39,-1.1169,8.6217,0.10896
1.7092,0.61292,5.7886,8.3084
462.93,-1.9205,12.299,-1.0351
293.31,-2.9556,8.9213,0.34051
62.59,2.3427,11.795,0.10896
82.15,-3.0646,7.2052,0.8036
348.63,2.5606,9.8475,-0.081722
296.92,-1.4982,8.54,3.6775
69.42,-2.0294,8.5808,0.14982
193.27,-11.986,15.023,-1.7979
480.66,-4.6718,9.1937,0.31327
23.19,1.185,6.0474,0.76274
248.96,-5.9385,11.373,-0.88532
361.79,-2.5606,8.5808,3.1054
160.27,-3.9499,8.2812,0.50395
256.12,-3.2961,6.279,-0.19068
567.01,0.53119,4.4811,-0.42223
27.32,-0.95342,4.3721,4.3721
622.01,-4.7944,7.6683,-5.9793
335.94,-4.0589,6.4016,0.31327
219.23,0.38137,6.17,0.27241
115.72,-0.27241,9.5751,-0.91256
48.99,3.4459,7.1234,-1.3348
35.65,-0.50395,7.9679,-1.3348
176.76,-0.19068,5.8976,5.8976
30.181,2.152,7.7364,1.5663
53.41,-6.0474,12.34,-0.19068
140.89,-2.5606,7.927,-2.261
17.64,0.31327,9.7249,-0.27241
343.7,-3.1463,9.9156,4.8625
33.21,1.2667,4.7944,0.88532
262.69,-1.9477,9.3027,-0.8036
136.4,0.081722,3.909,0.14982
203.53,-3.6775,8.0088,-1.9886
472.18,-3.6775,6.4016,-0.84446
135.39,-6.8919,4.2495,-0.88532
282.41,-0.91256,8.8532,2.3018
301.11,-3.5277,8.9622,-2.2201
180.78,1.1441,7.4367,0.95342
74.49,-8.1177,13.062,6.5105
36.151,-2.8739,9.112,0.0
26.05,-4.9442,9.2346,-3.0237
130.99,0.23155,11.141,-2.5606
12.53,0.31327,10.27,-0.84446
51.06,-2.8739,8.4719,0.57205
7.4402,0.46309,8.8941,8.8941
119.52,-1.2667,5.4754,-1.7979
209.24,-0.34051,12.34,1.076
230.42,0.38137,8.7306,-1.8796
153.49,-0.040861,5.094,8.2403
353.37,-1.4574,11.141,-0.57205
569.2,0.53119,5.0123,-0.95342
319.55,0.46309,8.8124,0.34051
488.43,0.14982,7.2733,-0.23155
47.06,-6.4288,9.1529,-3.8273
244.62,0.46309,12.572,-0.95342
239.62,-0.76274,15.132,-0.8036
18.81,-2.7513,5.0531,9.1937
170.62,-1.1441,7.464,7.464
101.62,0.57205,6.851,1.6072
165.23,-9.3027,11.536,11.536
205.68,-0.38137,11.877,-1.9205
154.26,-5.2847,8.7715,1.3076
96.87,1.1441,6.8919,0.0
34.42,-5.9793,4.6718,-0.42223
90.401,-0.88532,12.068,-0.23155
627.02,1.4982,6.9328,6.0202
237.73,-0.8036,10.311,-2.3018
55.59,-5.7886,11.264,4.7126
79.639,1.1441,12.912,-1.757
82.07,-4.2904,10.038,1.6481
579.33,-1.5663,5.8567,-3.1463
190.93,-9.003,11.182,-0.84446
111.11,-2.9556,9.5751,-0.42223
253.79,-4.7535,6.3607,0.19068
64.17,-4.6309,5.8567,1.6481
342.71,-4.3313,5.3256,-1.2667
44.489,-0.99429,11.986,-1.185
487.37,-1.5663,9.2755,0.61292
145.37,-5.7886,4.2087,-0.27241
349.59,-2.1112,9.1937,4.7944
96.499,-1.3076,5.4073,8.1995
26.39,-0.081722,10.229,-0.14982
202.24,-0.76274,8.54,1.757
79.73,-1.3076,4.2495,3.7865
53.521,1.4982,9.2346,1.7979
99.332,-1.757,5.9793,3.909
85.29,-0.46309,10.651,1.3076
20.11,-3.0237,8.3493,-0.95342
482.81,-4.3994,8.0496,0.46309
587.34,2.5606,9.8475,-5.3256
387.83,0.8036,-1.1441,9.1937
616.54,-1.1169,11.754,0.34051
87.34,-2.0703,15.023,3.0237
231.84,-1.4574,9.0439,0.38137
9.2104,0.10896,10.569,-3.2961
61.331,1.9477,6.5514,-1.3076
69.689,0.84446,10.733,-0.46309
0.26294,0.0,5.6661,7.6683
73.499,0.50395,5.6252,-0.76274
220.56,-7.7364,9.8475,0.72188
68.899,0.61292,4.0589,0.99429
90.2,-3.7184,8.8532,0.84446
2.0104,3.0646,5.9793,5.5571
52.62,0.99429,7.2733,0.34051
538.69,0.23155,11.141,-1.8387
21.3,-1.9886,7.0553,0.46309
81.929,-0.23155,7.0826,0.53119
268.59,-0.42223,11.536,-1.4574
144.99,-2.5334,7.5048,-0.14982
473.64,-1.6072,13.103,0.42223
558.27,-0.081722,9.2346,-1.4982
187.9,-2.1384,15.282,-2.9829
53.94,-0.91256,9.4253,2.1793
259.48,-4.5628,7.0145,0.53119
130.27,-0.040861,13.566,2.3699
204.3,-0.8036,8.7715,-2.5334
649.26,1.5663,10.311,0.42223
205.9,-3.9499,11.182,-2.833
209.53,-3.4051,6.8919,-0.46309
176.11,-6.3607,8.8941,0.57205
21.29,0.34051,8.7306,-0.8036
331.27,-2.6015,8.54,3.2553
381.07,1.6481,-1.7298,10.883
11.33,2.4925,8.6898,-1.3348
40.49,3.1463,-0.29965,9.4661
18.511,4.1814,8.431,-1.7298
117.77,-2.6423,8.3084,-0.91256
70.51,-6.5105,10.379,-0.99429
499.4,-1.8387,10.27,-0.72188
136.91,-3.909,8.6625,-4.9033
40.84,-4.8216,10.188,0.69464
255.68,-0.50395,6.6604,2.5334
449.59,-3.4051,9.0848,0.040861
217.58,-0.081722,5.4754,-0.46309
620.24,-9.8884,14.601,-0.10896
233.23,-1.4574,8.3901,4.3721
462.75,-2.6832,7.355,-0.76274
33.2,-2.3427,9.2755,4.6718
415.99,-3.8273,6.17,-2.4925
245.01,-1.8796,12.49,-3.6366
97.42,0.040861,9.6977,-1.5255
301.24,-3.1054,7.8181,2.3427
65.759,0.65378,7.0826,0.95342
68.01,-2.9148,6.1292,-1.3076
87.02,-0.53119,6.7829,0.46309
29.399,-0.91256,4.8216,1.3076
150.53,-1.9477,6.2109,6.2109
91.42,-4.6309,11.496,1.757
2.8603,-0.57205,7.0826,7.0826
251.79,-6.5105,10.42,-2.9556
