carat,depth,table,x,y,z,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
0.45,62.8,58.0,4.88,4.84,3.05,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.05,63.2,59.0,6.39,6.46,4.06,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1.5,62.2,58.0,7.36,7.34,4.57,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.5,62.0,63.0,7.24,7.28,4.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0.56,61.8,55.0,5.31,5.34,3.29,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.24,61.4,58.0,3.99,4.05,2.47,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.9,63.5,57.0,6.02,6.07,3.84,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.32,63.2,56.0,4.38,4.32,2.75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1.09,63.2,59.0,6.54,6.5,4.12,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1.51,60.9,54.0,7.38,7.41,4.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.32,63.0,56.0,4.38,4.42,2.77,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1.11,62.5,58.0,6.67,6.6,4.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.62,61.8,59.0,7.55,7.52,4.66,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.31,63.2,57.0,4.33,4.28,2.72,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0.46,60.2,60.5,4.98,5.04,3.02,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2.1,63.4,58.0,8.19,8.12,5.17,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0.24,62.2,60.0,3.97,4.01,2.48,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.59,61.8,55.0,5.41,5.43,3.35,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.1,61.4,55.0,6.68,6.7,4.11,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.8,63.8,59.0,5.83,5.87,3.73,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.34,61.2,59.0,4.49,4.43,2.73,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.0,62.7,60.0,6.3,6.24,3.93,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.53,63.3,56.0,5.18,5.12,3.26,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1.01,62.2,56.0,6.43,6.4,3.99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.44,60.9,55.0,4.92,4.96,3.01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.31,60.8,56.0,7.12,7.08,4.32,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3,62.0,57.0,4.28,4.3,2.66,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.2,62.6,59.0,6.85,6.79,4.27,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.7,61.9,62.0,5.57,5.61,3.46,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.5,60.4,60.0,5.16,5.1,3.1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.01,59.9,59.0,6.48,6.51,3.89,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.31,62.2,54.0,4.36,4.39,2.72,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.85,61.0,61.0,6.2,6.0,3.73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,61.5,63.0,6.32,6.27,3.87,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.71,62.2,56.0,5.71,5.74,3.56,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.31,62.8,57.0,4.37,4.33,2.73,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.53,62.1,56.0,5.15,5.22,3.22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.29,62.8,44.0,4.2,4.24,2.65,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0.51,61.9,61.0,5.12,5.09,3.16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.72,63.1,60.0,5.65,5.7,3.58,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.35,61.7,56.0,4.53,4.55,2.8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.01,62.2,57.0,6.41,6.35,3.97,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.51,63.3,56.0,5.12,5.02,3.21,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1.12,62.1,57.0,6.68,6.65,4.14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.38,61.4,57.0,4.65,4.63,2.85,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,61.6,59.0,6.34,6.41,3.93,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.01,62.1,54.0,6.5,6.36,3.99,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.04,61.9,57.0,6.48,6.5,4.02,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.32,62.1,54.0,4.44,4.41,2.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.41,61.3,58.0,4.76,4.8,2.93,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.41,62.4,55.0,4.74,4.78,2.97,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1.04,61.0,58.0,6.54,6.6,4.01,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.51,62.9,57.0,7.29,7.23,4.57,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.28,60.2,58.0,4.26,4.28,2.57,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.9,63.3,57.0,6.04,6.09,3.84,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.71,61.1,58.0,5.71,5.77,3.51,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.52,62.1,59.0,5.12,5.15,3.19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.72,61.5,60.0,5.79,5.75,3.55,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.58,63.5,60.0,5.24,5.28,3.34,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.26,61.7,59.0,4.14,4.1,2.54,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.04,58.9,63.0,6.59,6.55,3.87,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1.52,61.0,58.0,7.39,7.44,4.52,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.09,62.3,59.0,6.56,6.63,4.11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2.09,61.1,56.0,8.23,8.3,5.05,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.41,64.1,54.0,4.72,4.74,3.03,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.25,61.2,57.0,6.95,6.91,4.24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.13,62.6,58.0,8.21,8.18,5.13,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1.24,61.2,57.0,6.87,7.02,4.25,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0.9,63.9,57.0,6.08,6.03,3.87,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.3,63.8,57.0,4.24,4.26,2.71,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,67.7,57.0,6.0,6.15,4.11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.38,61.5,56.0,4.65,4.69,2.87,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.5,59.4,59.0,7.42,7.49,4.43,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.74,61.5,55.0,5.85,5.82,3.59,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.03,62.9,57.0,6.37,6.47,4.04,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.5,61.4,61.0,5.14,5.03,3.12,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1.02,63.3,55.0,6.4,6.33,4.03,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.52,60.4,57.0,5.22,5.17,3.14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.63,61.2,57.0,5.5,5.55,3.37,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.3,60.9,59.0,4.29,4.31,2.62,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.77,59.4,59.0,6.0,5.96,3.55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.59,62.9,58.0,5.33,5.39,3.37,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.9,59.5,58.0,6.33,6.28,3.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.74,61.7,55.0,5.79,5.85,3.59,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.34,62.8,55.0,4.45,4.5,2.81,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.02,60.0,59.0,6.56,6.55,3.93,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3,61.9,55.0,4.28,4.31,2.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9,62.6,61.0,6.06,6.11,3.81,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.65,60.1,57.0,5.61,5.65,3.38,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.71,62.0,56.0,5.69,5.73,3.54,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.5,62.3,59.0,5.01,5.04,3.13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.5,62.3,57.0,5.08,5.04,3.15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.83,62.1,55.0,6.02,6.05,3.75,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.5,60.1,59.0,5.17,5.14,3.1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.53,61.7,54.5,5.2,5.26,3.23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.72,61.0,56.0,5.78,5.8,3.53,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.37,61.4,58.0,4.58,4.61,2.82,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.53,62.5,54.0,5.16,5.21,3.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.02,60.2,55.0,8.08,8.19,4.9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.52,62.7,56.0,7.35,7.28,4.59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.83,60.6,63.0,6.03,6.08,3.67,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.38,61.1,56.0,4.7,4.65,2.86,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3,61.6,57.0,4.3,4.34,2.66,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.96,62.6,60.0,6.26,6.32,3.94,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.28,62.4,56.0,4.19,4.22,2.62,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.43,62.8,58.0,7.08,7.13,4.46,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.74,61.5,54.0,5.84,5.86,3.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.32,61.3,57.0,4.43,4.41,2.71,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.3,61.4,59.0,7.01,6.97,4.29,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2.0,62.2,59.0,7.97,7.92,4.94,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.32,62.2,56.0,4.4,4.38,2.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.59,60.3,57.0,7.65,7.58,4.59,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2.02,62.4,56.0,8.14,8.04,5.06,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.9,66.4,60.0,5.92,5.86,3.91,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.35,61.5,57.0,4.56,4.52,2.79,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.72,61.4,56.0,5.75,5.79,3.55,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.35,62.5,55.0,4.5,4.52,2.82,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7,65.8,61.0,5.61,5.46,3.64,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.09,62.4,57.0,6.55,6.6,4.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,65.2,62.0,6.19,6.08,4.01,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.3,59.5,60.0,4.36,4.38,2.6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.43,63.6,55.0,4.79,4.83,3.06,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.32,61.4,56.0,4.37,4.39,2.69,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.57,60.2,56.0,5.41,5.44,3.27,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.9,61.3,59.0,6.17,6.2,3.79,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.9,60.4,58.0,6.22,6.27,3.77,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0.41,63.2,59.0,4.72,4.68,2.97,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3,64.1,55.0,4.2,4.25,2.71,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1.5,65.5,58.0,7.16,7.12,4.68,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.5,62.0,63.0,7.28,7.24,4.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1.11,61.6,56.0,6.65,6.69,4.11,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.35,62.1,56.0,4.52,4.53,2.81,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.05,61.3,54.0,6.58,6.61,4.04,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.5,64.9,54.0,5.01,4.98,3.24,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.22,61.2,60.0,6.83,6.9,4.2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1.29,64.2,54.0,6.93,6.83,4.42,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.96,60.6,62.0,6.35,6.39,3.86,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.52,61.7,56.0,5.16,5.14,3.18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.38,60.7,55.0,4.71,4.74,2.87,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0.73,59.9,59.0,5.87,5.77,3.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.23,62.0,54.0,3.95,3.99,2.46,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.51,61.8,57.0,5.15,5.14,3.18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.64,56.6,59.0,5.77,5.74,3.26,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.35,62.4,57.0,4.5,4.51,2.81,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.71,61.5,56.0,5.72,5.75,3.52,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.9,65.2,59.0,6.05,6.01,3.93,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.0,63.6,54.0,6.33,6.37,4.04,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1.52,61.5,56.0,7.38,7.45,4.56,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.35,60.5,57.0,4.58,4.59,2.77,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.7,59.7,64.0,5.71,5.74,3.42,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.32,61.3,56.0,4.4,4.44,2.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7,61.9,59.0,7.61,7.64,4.72,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.53,60.3,57.0,7.52,7.45,4.51,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3,61.0,60.0,4.3,4.22,2.6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1.12,62.4,57.0,6.65,6.6,4.14,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.33,62.0,60.0,4.41,4.46,2.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.91,63.1,56.0,6.13,6.17,3.88,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,67.8,53.0,6.08,6.02,4.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.21,60.1,58.0,6.98,6.89,4.17,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.71,61.9,57.0,7.67,7.61,4.73,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4,61.7,57.0,4.71,4.74,2.91,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.23,62.3,57.0,6.86,6.82,4.26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.76,62.8,61.0,5.78,5.74,3.62,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.3,62.9,55.0,4.3,4.32,2.71,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.07,59.4,57.0,6.73,6.67,3.98,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3,62.0,56.0,4.3,4.34,2.68,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.27,61.8,55.0,7.03,6.92,4.31,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.73,63.6,57.0,5.72,5.7,3.63,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.41,58.0,61.0,4.86,4.9,2.83,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.21,62.4,55.0,6.78,6.81,4.24,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.4,62.3,57.0,4.7,4.71,2.93,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.51,61.7,53.0,5.18,5.2,3.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,63.1,59.0,6.29,6.22,3.95,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.89,62.1,55.0,6.15,6.18,3.83,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.51,65.8,57.0,7.09,7.17,4.69,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.67,61.8,57.0,7.58,7.62,4.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.03,63.0,61.0,7.99,8.04,5.05,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.3,61.0,56.0,4.37,4.35,2.66,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,60.9,62.0,5.72,5.65,3.46,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.56,61.4,57.0,5.29,5.32,3.26,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.4,61.7,57.0,4.75,4.78,2.94,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.3,61.9,56.0,4.33,4.3,2.67,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.24,62.1,59.0,3.95,4.0,2.47,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.54,61.2,57.0,5.26,5.28,3.22,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.27,61.9,54.0,4.15,4.18,2.58,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.31,63.7,56.0,4.3,4.33,2.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.73,62.5,57.0,5.73,5.76,3.59,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.01,68.5,63.0,6.08,6.0,4.14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.41,61.6,58.0,4.78,4.74,2.93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.06,60.1,59.0,6.58,6.67,3.98,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.74,61.5,56.0,5.79,5.82,3.57,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.3,62.1,54.0,4.35,4.32,2.69,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2.06,62.3,57.0,8.2,8.12,5.09,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.46,62.2,54.0,4.9,4.94,3.06,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.7,62.7,54.0,5.67,5.71,3.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.46,62.8,57.0,7.13,7.21,4.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1.75,60.6,60.0,7.84,7.8,4.74,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.31,60.5,57.0,4.4,4.43,2.67,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.43,61.6,56.0,4.86,4.82,2.98,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,59.0,62.0,4.41,4.43,2.61,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.53,62.3,56.0,7.37,7.4,4.6,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.71,64.3,56.0,5.64,5.59,3.61,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.03,60.9,60.0,8.21,8.1,4.97,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.38,58.9,58.0,4.73,4.77,2.8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.31,61.7,56.0,4.34,4.38,2.69,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.89,62.0,56.0,7.93,7.98,4.93,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.7,63.4,56.0,5.7,5.6,3.58,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.52,63.0,55.0,5.13,5.16,3.24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0.33,61.5,59.0,4.46,4.42,2.73,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.54,61.2,56.0,5.25,5.26,3.22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.01,64.6,56.0,6.31,6.24,4.05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.28,62.8,60.0,4.16,4.21,2.63,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0.9,64.4,58.0,6.07,6.01,3.89,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.5,55.3,65.0,5.35,5.31,2.95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.51,61.7,56.0,7.35,7.41,4.55,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.51,63.1,57.0,7.24,7.21,4.56,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.33,61.8,55.0,4.42,4.44,2.74,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.46,62.5,56.0,4.93,4.89,3.07,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.78,63.3,56.0,5.84,5.89,3.71,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.54,62.6,57.0,5.24,5.2,3.27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.71,63.7,54.0,7.6,7.49,4.81,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.71,62.4,62.0,5.67,5.64,3.53,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.0,61.9,57.0,6.39,6.41,3.96,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.57,58.9,59.0,5.41,5.35,3.17,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.73,63.1,57.3,5.65,5.7,3.59,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.91,63.0,59.0,6.12,6.17,3.87,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.76,62.6,61.9,5.7,5.75,3.58,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.32,60.3,57.0,7.08,7.12,4.28,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1.15,61.4,58.0,6.7,6.75,4.13,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0.7,60.4,63.0,5.68,5.74,3.45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.95,60.1,61.0,6.37,6.35,3.82,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.43,60.9,59.0,4.86,4.9,2.97,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1.25,61.2,58.0,6.94,6.89,4.23,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.3,61.5,58.0,4.3,4.32,2.65,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2.04,61.8,60.0,8.11,8.21,5.04,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0.3,61.9,58.0,4.27,4.29,2.65,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.26,62.3,60.0,4.07,4.09,2.54,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.35,62.5,57.0,7.04,7.01,4.39,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.71,60.0,56.0,5.85,5.78,3.49,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
