Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3
2880.0,106.0,8.0,90.0,0.0,2140.0,233.0,231.0,130.0,2674.0,0.0,0.0,1.0
3025.0,172.0,14.0,760.0,50.0,2978.0,228.0,246.0,146.0,2368.0,0.0,0.0,1.0
2860.0,162.0,9.0,170.0,18.0,2233.0,229.0,243.0,145.0,2259.0,0.0,0.0,1.0
2858.0,56.0,11.0,300.0,39.0,1642.0,227.0,218.0,123.0,2732.0,0.0,0.0,1.0
2828.0,83.0,8.0,108.0,-1.0,1952.0,231.0,227.0,128.0,2563.0,0.0,0.0,1.0
3041.0,105.0,18.0,600.0,52.0,2739.0,248.0,215.0,89.0,2647.0,0.0,0.0,1.0
2923.0,180.0,9.0,564.0,68.0,2635.0,224.0,246.0,155.0,1888.0,0.0,0.0,1.0
2883.0,214.0,16.0,192.0,24.0,2340.0,203.0,254.0,183.0,2312.0,0.0,0.0,1.0
2876.0,23.0,12.0,361.0,54.0,1680.0,213.0,215.0,137.0,2850.0,0.0,0.0,1.0
2812.0,232.0,14.0,95.0,16.0,2028.0,197.0,252.0,190.0,2214.0,0.0,0.0,1.0
2855.0,149.0,7.0,297.0,24.0,2284.0,229.0,240.0,143.0,2142.0,0.0,0.0,1.0
2737.0,191.0,14.0,108.0,30.0,3824.0,219.0,250.0,162.0,2015.0,0.0,0.0,1.0
2892.0,75.0,7.0,247.0,11.0,2012.0,228.0,228.0,133.0,2886.0,0.0,0.0,1.0
2854.0,64.0,8.0,418.0,75.0,1332.0,228.0,224.0,129.0,2785.0,0.0,0.0,1.0
2850.0,174.0,6.0,67.0,-4.0,2220.0,224.0,243.0,153.0,2440.0,0.0,0.0,1.0
2911.0,166.0,13.0,175.0,23.0,2452.0,230.0,244.0,143.0,2574.0,0.0,0.0,1.0
2973.0,185.0,12.0,912.0,110.0,2960.0,222.0,248.0,157.0,1550.0,0.0,0.0,1.0
2815.0,169.0,11.0,150.0,15.0,2136.0,228.0,245.0,147.0,2192.0,0.0,0.0,1.0
2920.0,188.0,14.0,579.0,120.0,2495.0,221.0,250.0,159.0,1734.0,0.0,0.0,1.0
2964.0,139.0,17.0,757.0,85.0,2866.0,244.0,232.0,111.0,1771.0,0.0,0.0,1.0
2922.0,199.0,12.0,661.0,77.0,2665.0,215.0,250.0,168.0,1767.0,0.0,0.0,1.0
2765.0,199.0,9.0,242.0,42.0,3896.0,217.0,248.0,166.0,1911.0,0.0,0.0,1.0
2894.0,166.0,12.0,85.0,9.0,2368.0,230.0,244.0,144.0,2652.0,0.0,0.0,1.0
2908.0,221.0,15.0,541.0,108.0,2512.0,201.0,253.0,186.0,1831.0,0.0,0.0,1.0
2943.0,150.0,14.0,598.0,70.0,2711.0,238.0,239.0,127.0,1913.0,0.0,0.0,1.0
2648.0,180.0,12.0,60.0,0.0,3328.0,224.0,247.0,154.0,2043.0,0.0,0.0,1.0
2939.0,162.0,9.0,459.0,33.0,2708.0,229.0,243.0,145.0,2322.0,0.0,0.0,1.0
2873.0,57.0,14.0,242.0,27.0,1924.0,229.0,210.0,111.0,2761.0,0.0,0.0,1.0
3048.0,106.0,17.0,570.0,59.0,2699.0,247.0,216.0,92.0,2687.0,0.0,0.0,1.0
2927.0,165.0,15.0,631.0,127.0,2522.0,232.0,244.0,138.0,1678.0,0.0,0.0,1.0
2913.0,177.0,15.0,564.0,113.0,2463.0,226.0,247.0,150.0,1745.0,0.0,0.0,1.0
2767.0,201.0,8.0,242.0,41.0,3963.0,217.0,247.0,165.0,1936.0,0.0,0.0,1.0
2811.0,40.0,16.0,216.0,34.0,1578.0,220.0,204.0,114.0,2613.0,0.0,0.0,1.0
2806.0,29.0,14.0,201.0,29.0,1574.0,214.0,208.0,127.0,2602.0,0.0,0.0,1.0
2957.0,207.0,6.0,812.0,112.0,2776.0,216.0,246.0,166.0,1598.0,0.0,0.0,1.0
2881.0,78.0,7.0,60.0,2.0,2170.0,229.0,228.0,132.0,2654.0,0.0,0.0,1.0
2887.0,30.0,10.0,297.0,41.0,1931.0,217.0,217.0,135.0,2822.0,0.0,0.0,1.0
3021.0,135.0,11.0,691.0,38.0,2885.0,237.0,236.0,128.0,2474.0,0.0,0.0,1.0
2968.0,176.0,11.0,577.0,25.0,2850.0,226.0,246.0,152.0,2349.0,0.0,0.0,1.0
2821.0,58.0,9.0,234.0,26.0,1727.0,227.0,221.0,128.0,2589.0,0.0,0.0,1.0
2788.0,83.0,13.0,42.0,4.0,1790.0,238.0,216.0,106.0,2431.0,0.0,0.0,1.0
2810.0,45.0,8.0,150.0,15.0,1816.0,222.0,223.0,136.0,2496.0,0.0,0.0,1.0
2801.0,204.0,13.0,488.0,60.0,3986.0,212.0,252.0,172.0,1692.0,0.0,0.0,1.0
2834.0,53.0,11.0,150.0,10.0,1862.0,227.0,215.0,121.0,2634.0,0.0,0.0,1.0
2933.0,215.0,13.0,691.0,91.0,2661.0,207.0,252.0,179.0,1710.0,0.0,0.0,1.0
2901.0,168.0,12.0,277.0,46.0,2403.0,230.0,245.0,145.0,2206.0,0.0,0.0,1.0
2886.0,20.0,15.0,384.0,67.0,1620.0,208.0,207.0,133.0,2881.0,0.0,0.0,1.0
2947.0,128.0,8.0,395.0,26.0,2681.0,234.0,235.0,133.0,2465.0,0.0,0.0,1.0
2929.0,143.0,10.0,331.0,27.0,2594.0,234.0,238.0,134.0,2438.0,0.0,0.0,1.0
3215.0,150.0,18.0,360.0,40.0,2125.0,241.0,236.0,118.0,1719.0,0.0,0.0,1.0
2928.0,125.0,29.0,67.0,38.0,2696.0,253.0,206.0,59.0,1758.0,0.0,0.0,1.0
3121.0,118.0,16.0,272.0,96.0,2349.0,246.0,224.0,103.0,1672.0,0.0,0.0,1.0
3203.0,146.0,7.0,90.0,-1.0,2313.0,230.0,239.0,142.0,1597.0,0.0,0.0,1.0
3209.0,152.0,19.0,150.0,22.0,2233.0,240.0,236.0,117.0,1627.0,0.0,0.0,1.0
3163.0,262.0,13.0,760.0,242.0,3182.0,189.0,246.0,196.0,2563.0,0.0,0.0,1.0
3119.0,80.0,18.0,301.0,94.0,2322.0,241.0,206.0,89.0,1702.0,0.0,0.0,1.0
3148.0,115.0,13.0,390.0,123.0,2218.0,243.0,226.0,110.0,1746.0,0.0,0.0,1.0
3224.0,126.0,15.0,240.0,37.0,2147.0,244.0,229.0,111.0,1699.0,0.0,0.0,1.0
3138.0,131.0,9.0,323.0,113.0,2285.0,235.0,235.0,132.0,1690.0,0.0,0.0,1.0
3028.0,140.0,25.0,60.0,3.0,2577.0,248.0,223.0,87.0,1484.0,0.0,0.0,1.0
3184.0,143.0,20.0,379.0,25.0,2178.0,244.0,231.0,107.0,1710.0,0.0,0.0,1.0
3016.0,103.0,14.0,0.0,0.0,2632.0,243.0,221.0,103.0,1426.0,0.0,0.0,1.0
2994.0,174.0,25.0,180.0,12.0,2598.0,226.0,243.0,134.0,1682.0,0.0,0.0,1.0
3166.0,166.0,21.0,150.0,7.0,2308.0,233.0,242.0,129.0,1519.0,0.0,0.0,1.0
2988.0,130.0,30.0,90.0,-17.0,2603.0,252.0,207.0,59.0,1546.0,0.0,0.0,1.0
3081.0,165.0,21.0,150.0,56.0,2470.0,233.0,241.0,129.0,1559.0,0.0,0.0,1.0
3105.0,138.0,20.0,240.0,80.0,2389.0,246.0,228.0,100.0,1648.0,0.0,0.0,1.0
3168.0,264.0,26.0,836.0,247.0,3401.0,147.0,242.0,228.0,2324.0,0.0,0.0,1.0
3114.0,135.0,13.0,60.0,-5.0,2467.0,240.0,234.0,121.0,1383.0,0.0,0.0,1.0
3242.0,286.0,24.0,918.0,155.0,3653.0,145.0,231.0,222.0,2270.0,0.0,0.0,1.0
3146.0,149.0,17.0,190.0,6.0,2325.0,240.0,237.0,121.0,1533.0,0.0,0.0,1.0
3158.0,148.0,22.0,150.0,8.0,2325.0,243.0,232.0,106.0,1511.0,0.0,0.0,1.0
3109.0,138.0,14.0,60.0,-2.0,2476.0,240.0,235.0,121.0,1381.0,0.0,0.0,1.0
2928.0,135.0,23.0,60.0,17.0,2738.0,249.0,223.0,90.0,1650.0,0.0,0.0,1.0
3009.0,178.0,24.0,210.0,-6.0,2542.0,223.0,245.0,141.0,1689.0,0.0,0.0,1.0
3200.0,146.0,17.0,120.0,13.0,2263.0,241.0,236.0,119.0,1599.0,0.0,0.0,1.0
3158.0,162.0,19.0,120.0,0.0,2329.0,235.0,241.0,129.0,1495.0,0.0,0.0,1.0
3169.0,274.0,26.0,825.0,248.0,3378.0,142.0,236.0,228.0,2347.0,0.0,0.0,1.0
3039.0,165.0,24.0,60.0,14.0,2553.0,233.0,240.0,124.0,1471.0,0.0,0.0,1.0
3179.0,135.0,18.0,400.0,117.0,2173.0,245.0,229.0,105.0,1740.0,0.0,0.0,1.0
2930.0,145.0,13.0,30.0,-5.0,2728.0,238.0,237.0,126.0,1544.0,0.0,0.0,1.0
3153.0,149.0,16.0,268.0,13.0,2290.0,239.0,237.0,122.0,1590.0,0.0,0.0,1.0
3040.0,124.0,12.0,60.0,-15.0,2546.0,240.0,231.0,118.0,1426.0,0.0,0.0,1.0
3167.0,136.0,21.0,210.0,12.0,2277.0,247.0,226.0,96.0,1567.0,0.0,0.0,1.0
3178.0,159.0,12.0,150.0,-4.0,2259.0,233.0,242.0,138.0,1566.0,0.0,0.0,1.0
3049.0,120.0,24.0,210.0,24.0,2469.0,252.0,212.0,73.0,1645.0,0.0,0.0,1.0
3175.0,175.0,14.0,150.0,0.0,2271.0,227.0,247.0,148.0,1550.0,0.0,0.0,1.0
3204.0,178.0,17.0,240.0,17.0,2165.0,225.0,248.0,149.0,1661.0,0.0,0.0,1.0
3142.0,144.0,18.0,120.0,2.0,2362.0,243.0,234.0,113.0,1478.0,0.0,0.0,1.0
3183.0,132.0,14.0,90.0,-3.0,2300.0,242.0,232.0,117.0,1549.0,0.0,0.0,1.0
3053.0,167.0,25.0,90.0,28.0,2525.0,231.0,240.0,125.0,1500.0,0.0,0.0,1.0
3129.0,152.0,23.0,270.0,67.0,2318.0,241.0,233.0,108.0,1624.0,0.0,0.0,1.0
3222.0,170.0,15.0,180.0,12.0,2222.0,230.0,245.0,143.0,1691.0,0.0,0.0,1.0
3227.0,204.0,17.0,300.0,40.0,2112.0,208.0,253.0,175.0,1710.0,0.0,0.0,1.0
3155.0,271.0,22.0,845.0,234.0,3466.0,158.0,241.0,219.0,2170.0,0.0,0.0,1.0
2997.0,138.0,28.0,190.0,96.0,2605.0,249.0,217.0,77.0,1733.0,0.0,0.0,1.0
3192.0,165.0,18.0,210.0,21.0,2234.0,233.0,243.0,134.0,1589.0,0.0,0.0,1.0
3160.0,143.0,20.0,212.0,10.0,2287.0,244.0,232.0,107.0,1565.0,0.0,0.0,1.0
3225.0,273.0,30.0,953.0,304.0,3528.0,126.0,231.0,236.0,2315.0,0.0,0.0,1.0
3221.0,160.0,15.0,150.0,11.0,2250.0,234.0,242.0,134.0,1708.0,0.0,0.0,1.0
3307.0,281.0,27.0,1019.0,195.0,3715.0,137.0,231.0,228.0,2377.0,0.0,0.0,1.0
3163.0,123.0,18.0,391.0,101.0,2195.0,248.0,223.0,96.0,1742.0,0.0,0.0,1.0
3194.0,176.0,18.0,210.0,7.0,2200.0,226.0,247.0,146.0,1624.0,0.0,0.0,1.0
3128.0,91.0,14.0,306.0,103.0,2309.0,241.0,218.0,104.0,1697.0,0.0,0.0,1.0
3076.0,146.0,21.0,150.0,14.0,2440.0,244.0,232.0,106.0,1507.0,0.0,0.0,1.0
3135.0,139.0,22.0,247.0,73.0,2324.0,247.0,226.0,95.0,1591.0,0.0,0.0,1.0
3211.0,125.0,19.0,210.0,24.0,2181.0,248.0,223.0,95.0,1661.0,0.0,0.0,1.0
2933.0,122.0,27.0,85.0,32.0,2704.0,253.0,207.0,62.0,1717.0,0.0,0.0,1.0
2927.0,147.0,14.0,30.0,-2.0,2742.0,238.0,238.0,126.0,1557.0,0.0,0.0,1.0
3191.0,274.0,27.0,912.0,270.0,3511.0,140.0,235.0,230.0,2252.0,0.0,0.0,1.0
2958.0,166.0,21.0,90.0,0.0,2661.0,233.0,242.0,129.0,1588.0,0.0,0.0,1.0
3021.0,177.0,24.0,240.0,5.0,2531.0,223.0,245.0,140.0,1728.0,0.0,0.0,1.0
3128.0,144.0,12.0,60.0,-1.0,2420.0,237.0,237.0,128.0,1418.0,0.0,0.0,1.0
3205.0,155.0,7.0,90.0,-2.0,2311.0,228.0,241.0,146.0,1626.0,0.0,0.0,1.0
3165.0,142.0,17.0,342.0,103.0,2230.0,242.0,234.0,115.0,1680.0,0.0,0.0,1.0
2915.0,127.0,30.0,42.0,25.0,2713.0,253.0,206.0,58.0,1772.0,0.0,0.0,1.0
2919.0,127.0,21.0,42.0,13.0,2754.0,249.0,222.0,91.0,1664.0,0.0,0.0,1.0
3181.0,153.0,13.0,150.0,-5.0,2254.0,235.0,240.0,134.0,1575.0,0.0,0.0,1.0
3212.0,175.0,14.0,270.0,25.0,2131.0,227.0,247.0,148.0,1698.0,0.0,0.0,1.0
3118.0,132.0,23.0,175.0,56.0,2395.0,250.0,221.0,86.0,1500.0,0.0,0.0,1.0
3030.0,143.0,14.0,42.0,5.0,2568.0,239.0,236.0,124.0,1436.0,0.0,0.0,1.0
3210.0,162.0,10.0,120.0,0.0,2281.0,230.0,243.0,144.0,1652.0,0.0,0.0,1.0
3135.0,148.0,16.0,90.0,0.0,2391.0,239.0,237.0,122.0,1448.0,0.0,0.0,1.0
3155.0,120.0,16.0,390.0,93.0,2206.0,246.0,224.0,102.0,1744.0,0.0,0.0,1.0
3189.0,277.0,26.0,900.0,125.0,3534.0,142.0,234.0,227.0,2230.0,0.0,0.0,1.0
2919.0,118.0,27.0,60.0,29.0,2721.0,254.0,205.0,61.0,1731.0,0.0,0.0,1.0
3014.0,131.0,29.0,90.0,-6.0,2576.0,252.0,210.0,65.0,1529.0,0.0,0.0,1.0
3118.0,80.0,20.0,331.0,93.0,2295.0,242.0,199.0,77.0,1731.0,0.0,0.0,1.0
2971.0,130.0,31.0,150.0,70.0,2646.0,252.0,204.0,55.0,1718.0,0.0,0.0,1.0
3176.0,277.0,21.0,882.0,115.0,3515.0,158.0,239.0,218.0,2210.0,0.0,0.0,1.0
3210.0,105.0,15.0,430.0,42.0,2112.0,244.0,221.0,103.0,1771.0,0.0,0.0,1.0
3243.0,274.0,32.0,981.0,322.0,3548.0,121.0,229.0,238.0,2335.0,0.0,0.0,1.0
3014.0,136.0,23.0,210.0,-10.0,2512.0,248.0,223.0,89.0,1670.0,0.0,0.0,1.0
3190.0,147.0,16.0,240.0,24.0,2230.0,240.0,236.0,120.0,1604.0,0.0,0.0,1.0
3184.0,181.0,18.0,180.0,9.0,2249.0,223.0,248.0,151.0,1572.0,0.0,0.0,1.0
2950.0,157.0,21.0,60.0,-8.0,2672.0,238.0,238.0,120.0,1549.0,0.0,0.0,1.0
3067.0,132.0,22.0,90.0,5.0,2486.0,249.0,222.0,89.0,1445.0,0.0,0.0,1.0
3104.0,134.0,15.0,60.0,0.0,2486.0,242.0,232.0,116.0,1380.0,0.0,0.0,1.0
3107.0,128.0,26.0,162.0,45.0,2407.0,252.0,214.0,72.0,1501.0,0.0,0.0,1.0
3116.0,130.0,25.0,190.0,54.0,2379.0,251.0,216.0,77.0,1531.0,0.0,0.0,1.0
3142.0,150.0,15.0,201.0,7.0,2335.0,238.0,238.0,125.0,1531.0,0.0,0.0,1.0
3036.0,128.0,25.0,150.0,11.0,2522.0,251.0,216.0,77.0,1587.0,0.0,0.0,1.0
3050.0,132.0,29.0,120.0,25.0,2523.0,251.0,210.0,65.0,1543.0,0.0,0.0,1.0
3165.0,146.0,18.0,285.0,15.0,2251.0,242.0,235.0,116.0,1621.0,0.0,0.0,1.0
3287.0,284.0,30.0,977.0,175.0,3717.0,126.0,225.0,232.0,2335.0,0.0,0.0,1.0
3042.0,166.0,22.0,67.0,17.0,2541.0,232.0,241.0,127.0,1465.0,0.0,0.0,1.0
3226.0,160.0,17.0,300.0,39.0,2132.0,235.0,241.0,131.0,1689.0,0.0,0.0,1.0
3119.0,168.0,24.0,256.0,94.0,2352.0,230.0,241.0,129.0,1634.0,0.0,0.0,1.0
3209.0,149.0,19.0,360.0,38.0,2135.0,241.0,235.0,115.0,1717.0,0.0,0.0,1.0
3193.0,251.0,27.0,819.0,272.0,3225.0,150.0,246.0,226.0,2598.0,0.0,0.0,1.0
3120.0,153.0,24.0,384.0,126.0,518.0,240.0,233.0,107.0,1655.0,0.0,0.0,1.0
3237.0,153.0,29.0,642.0,243.0,787.0,240.0,226.0,93.0,1507.0,0.0,0.0,1.0
3310.0,267.0,18.0,1087.0,223.0,3650.0,172.0,245.0,210.0,2440.0,0.0,0.0,1.0
3204.0,150.0,30.0,591.0,47.0,878.0,242.0,223.0,87.0,1343.0,0.0,0.0,1.0
3228.0,161.0,29.0,638.0,228.0,808.0,234.0,232.0,107.0,1466.0,0.0,0.0,1.0
3166.0,168.0,26.0,499.0,172.0,648.0,230.0,239.0,124.0,1570.0,0.0,0.0,1.0
3257.0,250.0,21.0,947.0,336.0,3353.0,169.0,249.0,214.0,2624.0,0.0,0.0,1.0
3306.0,178.0,18.0,792.0,312.0,914.0,225.0,247.0,148.0,1500.0,0.0,0.0,1.0
3273.0,256.0,18.0,997.0,352.0,3437.0,176.0,248.0,209.0,2574.0,0.0,0.0,1.0
3276.0,255.0,21.0,990.0,277.0,3396.0,166.0,248.0,217.0,2662.0,0.0,0.0,1.0
3143.0,163.0,30.0,417.0,153.0,503.0,232.0,231.0,107.0,1706.0,0.0,0.0,1.0
3234.0,262.0,25.0,902.0,313.0,3352.0,149.0,243.0,227.0,2539.0,0.0,0.0,1.0
3220.0,270.0,31.0,911.0,299.0,3439.0,125.0,233.0,237.0,2405.0,0.0,0.0,1.0
3254.0,151.0,23.0,644.0,97.0,953.0,241.0,233.0,108.0,1340.0,0.0,0.0,1.0
3161.0,159.0,30.0,443.0,170.0,513.0,235.0,229.0,101.0,1718.0,0.0,0.0,1.0
3406.0,297.0,15.0,1006.0,277.0,4103.0,178.0,234.0,196.0,2522.0,0.0,0.0,1.0
3242.0,132.0,32.0,485.0,85.0,1054.0,251.0,204.0,54.0,1173.0,0.0,0.0,1.0
3306.0,134.0,18.0,782.0,316.0,872.0,245.0,229.0,105.0,1566.0,0.0,0.0,1.0
3193.0,152.0,26.0,497.0,202.0,537.0,241.0,230.0,101.0,1744.0,0.0,0.0,1.0
3415.0,299.0,19.0,1167.0,300.0,3988.0,164.0,229.0,204.0,2592.0,0.0,0.0,1.0
3242.0,146.0,28.0,649.0,248.0,769.0,245.0,222.0,85.0,1549.0,0.0,0.0,1.0
3187.0,153.0,32.0,564.0,30.0,875.0,239.0,223.0,87.0,1329.0,0.0,0.0,1.0
3344.0,286.0,22.0,1061.0,265.0,3799.0,154.0,233.0,217.0,2424.0,0.0,0.0,1.0
3147.0,161.0,26.0,488.0,147.0,696.0,235.0,236.0,115.0,1490.0,0.0,0.0,1.0
3200.0,277.0,30.0,874.0,279.0,3396.0,125.0,229.0,236.0,2408.0,0.0,0.0,1.0
3377.0,274.0,21.0,1146.0,289.0,3840.0,158.0,240.0,218.0,2512.0,0.0,0.0,1.0
3181.0,156.0,29.0,564.0,181.0,789.0,237.0,228.0,98.0,1422.0,0.0,0.0,1.0
3163.0,156.0,30.0,537.0,155.0,842.0,238.0,227.0,97.0,1342.0,0.0,0.0,1.0
3220.0,274.0,29.0,902.0,299.0,3417.0,129.0,232.0,235.0,2428.0,0.0,0.0,1.0
3327.0,272.0,22.0,1172.0,406.0,3628.0,158.0,241.0,219.0,2588.0,0.0,0.0,1.0
3264.0,258.0,21.0,968.0,343.0,3415.0,166.0,247.0,216.0,2554.0,0.0,0.0,1.0
3391.0,294.0,19.0,1073.0,269.0,4031.0,163.0,232.0,207.0,2514.0,0.0,0.0,1.0
3260.0,151.0,29.0,684.0,270.0,765.0,241.0,225.0,92.0,1606.0,0.0,0.0,1.0
3350.0,256.0,22.0,1146.0,278.0,3755.0,162.0,247.0,219.0,2506.0,0.0,0.0,1.0
3127.0,153.0,26.0,402.0,133.0,547.0,241.0,231.0,103.0,1627.0,0.0,0.0,1.0
3262.0,257.0,21.0,960.0,341.0,3394.0,167.0,247.0,216.0,2577.0,0.0,0.0,1.0
3306.0,263.0,23.0,1084.0,385.0,3502.0,156.0,244.0,223.0,2634.0,0.0,0.0,1.0
3206.0,155.0,30.0,595.0,206.0,771.0,238.0,227.0,96.0,1477.0,0.0,0.0,1.0
3313.0,133.0,18.0,808.0,323.0,886.0,246.0,228.0,103.0,1584.0,0.0,0.0,1.0
3216.0,162.0,23.0,582.0,226.0,658.0,235.0,238.0,120.0,1652.0,0.0,0.0,1.0
3352.0,294.0,17.0,1061.0,264.0,3841.0,169.0,234.0,203.0,2428.0,0.0,0.0,1.0
3409.0,301.0,15.0,1033.0,281.0,4108.0,177.0,232.0,195.0,2538.0,0.0,0.0,1.0
3370.0,290.0,23.0,1099.0,276.0,3883.0,149.0,229.0,218.0,2474.0,0.0,0.0,1.0
3401.0,269.0,18.0,1207.0,310.0,3861.0,169.0,244.0,212.0,2577.0,0.0,0.0,1.0
3418.0,288.0,21.0,1127.0,295.0,4052.0,157.0,233.0,214.0,2581.0,0.0,0.0,1.0
3152.0,167.0,25.0,474.0,158.0,641.0,231.0,240.0,125.0,1557.0,0.0,0.0,1.0
3331.0,283.0,23.0,1150.0,410.0,3587.0,149.0,233.0,221.0,2631.0,0.0,0.0,1.0
3190.0,146.0,35.0,510.0,33.0,932.0,243.0,211.0,66.0,1262.0,0.0,0.0,1.0
3354.0,266.0,21.0,1218.0,433.0,3671.0,162.0,244.0,218.0,2631.0,0.0,0.0,1.0
3235.0,277.0,26.0,924.0,314.0,3416.0,141.0,234.0,228.0,2470.0,0.0,0.0,1.0
3205.0,145.0,32.0,537.0,48.0,934.0,245.0,215.0,71.0,1276.0,0.0,0.0,1.0
3292.0,164.0,24.0,750.0,298.0,875.0,234.0,239.0,122.0,1507.0,0.0,0.0,1.0
3237.0,158.0,28.0,671.0,237.0,866.0,237.0,231.0,103.0,1415.0,0.0,0.0,1.0
3363.0,258.0,21.0,1167.0,130.0,3776.0,167.0,247.0,216.0,2529.0,0.0,0.0,1.0
3259.0,159.0,28.0,684.0,265.0,825.0,236.0,231.0,105.0,1498.0,0.0,0.0,1.0
3165.0,156.0,30.0,537.0,163.0,785.0,238.0,228.0,98.0,1409.0,0.0,0.0,1.0
3264.0,264.0,25.0,997.0,343.0,3546.0,148.0,242.0,227.0,2377.0,0.0,0.0,1.0
3209.0,274.0,29.0,859.0,288.0,3353.0,133.0,233.0,233.0,2455.0,0.0,0.0,1.0
3283.0,259.0,20.0,1026.0,362.0,3458.0,169.0,247.0,214.0,2594.0,0.0,0.0,1.0
3395.0,287.0,22.0,1033.0,270.0,4054.0,152.0,232.0,218.0,2505.0,0.0,0.0,1.0
3276.0,265.0,18.0,1019.0,355.0,3500.0,172.0,245.0,210.0,2506.0,0.0,0.0,1.0
3156.0,162.0,26.0,492.0,157.0,671.0,235.0,236.0,115.0,1530.0,0.0,0.0,1.0
3152.0,159.0,27.0,509.0,152.0,726.0,236.0,233.0,108.0,1463.0,0.0,0.0,1.0
3280.0,253.0,22.0,1034.0,359.0,3543.0,164.0,248.0,218.0,2462.0,0.0,0.0,1.0
3231.0,153.0,27.0,644.0,74.0,888.0,241.0,229.0,100.0,1374.0,0.0,0.0,1.0
3321.0,260.0,18.0,1106.0,224.0,3670.0,174.0,247.0,210.0,2461.0,0.0,0.0,1.0
3367.0,263.0,23.0,1253.0,446.0,3714.0,156.0,244.0,223.0,2632.0,0.0,0.0,1.0
3212.0,151.0,29.0,577.0,55.0,908.0,242.0,225.0,92.0,1317.0,0.0,0.0,1.0
3318.0,255.0,20.0,1057.0,319.0,3503.0,171.0,248.0,213.0,2676.0,0.0,0.0,1.0
3132.0,145.0,26.0,390.0,141.0,446.0,245.0,225.0,91.0,1744.0,0.0,0.0,1.0
3332.0,252.0,17.0,1168.0,234.0,3691.0,179.0,249.0,206.0,2525.0,0.0,0.0,1.0
3246.0,149.0,28.0,659.0,256.0,752.0,243.0,226.0,93.0,1590.0,0.0,0.0,1.0
3383.0,309.0,18.0,1103.0,280.0,3946.0,168.0,225.0,197.0,2502.0,0.0,0.0,1.0
3154.0,151.0,29.0,430.0,163.0,485.0,242.0,225.0,91.0,1745.0,0.0,0.0,1.0
3191.0,269.0,27.0,899.0,270.0,3488.0,139.0,237.0,231.0,2275.0,0.0,0.0,1.0
3132.0,162.0,23.0,480.0,124.0,840.0,235.0,238.0,120.0,1316.0,0.0,0.0,1.0
3302.0,275.0,18.0,1068.0,217.0,3629.0,169.0,241.0,210.0,2418.0,0.0,0.0,1.0
3250.0,266.0,28.0,968.0,329.0,3480.0,137.0,238.0,233.0,2444.0,0.0,0.0,1.0
3271.0,255.0,18.0,990.0,350.0,3416.0,175.0,248.0,209.0,2597.0,0.0,0.0,1.0
3188.0,168.0,24.0,516.0,198.0,607.0,231.0,241.0,127.0,1650.0,0.0,0.0,1.0
3235.0,267.0,27.0,940.0,314.0,3459.0,142.0,239.0,230.0,2424.0,0.0,0.0,1.0
3197.0,255.0,28.0,824.0,276.0,3246.0,143.0,244.0,230.0,2574.0,0.0,0.0,1.0
3220.0,264.0,32.0,920.0,299.0,3461.0,125.0,235.0,239.0,2382.0,0.0,0.0,1.0
3209.0,166.0,20.0,551.0,218.0,604.0,232.0,242.0,132.0,1705.0,0.0,0.0,1.0
3390.0,305.0,18.0,1131.0,290.0,3925.0,168.0,228.0,199.0,2521.0,0.0,0.0,1.0
3177.0,156.0,29.0,470.0,186.0,524.0,238.0,228.0,98.0,1731.0,0.0,0.0,1.0
3208.0,271.0,30.0,926.0,287.0,3508.0,129.0,233.0,235.0,2295.0,0.0,0.0,1.0
3149.0,160.0,31.0,433.0,159.0,532.0,234.0,228.0,99.0,1678.0,0.0,0.0,1.0
3167.0,157.0,29.0,531.0,167.0,730.0,237.0,230.0,101.0,1476.0,0.0,0.0,1.0
3161.0,159.0,27.0,511.0,161.0,700.0,236.0,233.0,109.0,1503.0,0.0,0.0,1.0
3188.0,157.0,29.0,577.0,186.0,819.0,237.0,230.0,101.0,1396.0,0.0,0.0,1.0
3230.0,256.0,25.0,888.0,309.0,3310.0,152.0,245.0,226.0,2586.0,0.0,0.0,1.0
3305.0,133.0,19.0,792.0,315.0,860.0,246.0,228.0,102.0,1608.0,0.0,0.0,1.0
3330.0,245.0,20.0,1090.0,331.0,3546.0,174.0,251.0,211.0,2674.0,0.0,0.0,1.0
3320.0,151.0,15.0,824.0,330.0,912.0,238.0,239.0,127.0,1560.0,0.0,0.0,1.0
3207.0,163.0,19.0,537.0,216.0,577.0,234.0,241.0,129.0,1731.0,0.0,0.0,1.0
3294.0,262.0,21.0,1055.0,373.0,3480.0,162.0,245.0,218.0,2613.0,0.0,0.0,1.0
3388.0,264.0,24.0,1188.0,300.0,3840.0,152.0,243.0,225.0,2554.0,0.0,0.0,1.0
3247.0,164.0,28.0,680.0,247.0,845.0,232.0,234.0,113.0,1456.0,0.0,0.0,1.0
2685.0,281.0,40.0,513.0,215.0,845.0,86.0,209.0,246.0,1800.0,0.0,0.0,1.0
2643.0,270.0,28.0,190.0,98.0,1116.0,138.0,236.0,232.0,1350.0,0.0,0.0,1.0
