lon,lat,med_age,total_rooms,total_beds,population,households,med_income
-121.92,37.64,46.0,1280.0,209.0,512.0,208.0,5.1406
-121.88,39.74,12.0,14631.0,3298.0,7517.0,3262.0,1.6785
-117.19,32.79,35.0,1788.0,378.0,777.0,374.0,3.3713
-117.65,34.08,40.0,1609.0,258.0,624.0,242.0,5.4689
-117.33,34.09,29.0,1960.0,415.0,1681.0,435.0,2.9292
-119.79,36.81,33.0,1461.0,261.0,494.0,254.0,4.25
-122.12,37.82,26.0,2269.0,317.0,918.0,313.0,6.6657
-117.37,33.22,35.0,2204.0,482.0,1435.0,462.0,3.676
-122.3,37.53,43.0,1748.0,366.0,984.0,371.0,4.5116
-118.27,34.1,41.0,3729.0,740.0,1364.0,707.0,5.7778
-121.98,37.97,26.0,2714.0,390.0,1232.0,409.0,5.9617
-121.17,38.69,5.0,7138.0,1227.0,2623.0,1139.0,5.6902
-122.29,38.31,25.0,4927.0,1005.0,2756.0,998.0,2.7325
-119.72,34.42,52.0,1759.0,387.0,980.0,402.0,4.0125
-117.25,32.82,23.0,6139.0,826.0,2036.0,807.0,9.5245
-121.67,38.85,46.0,645.0,131.0,410.0,122.0,1.7417
-118.17,34.1,25.0,4444.0,647.0,1922.0,652.0,8.058
-117.65,34.07,35.0,2501.0,651.0,1182.0,591.0,1.4464
-117.23,34.14,16.0,2577.0,521.0,956.0,472.0,2.5625
-122.19,37.44,38.0,3383.0,456.0,1203.0,465.0,9.3198
-118.47,33.99,33.0,854.0,235.0,645.0,198.0,2.1471
-117.23,32.99,17.0,2718.0,326.0,1011.0,319.0,15.0001
-121.49,38.49,26.0,4629.0,832.0,2902.0,816.0,2.735
-122.2,37.48,41.0,733.0,155.0,652.0,140.0,5.1654
-121.4,38.53,38.0,152.0,30.0,65.0,35.0,0.9274
-116.9,33.93,34.0,3183.0,738.0,1820.0,647.0,2.2321
-121.0,38.58,12.0,3425.0,549.0,1357.0,451.0,5.3344
-117.08,33.12,43.0,107.0,44.0,107.0,48.0,0.7054
-117.35,33.99,45.0,131.0,28.0,89.0,31.0,2.6071
-117.05,33.13,17.0,2385.0,372.0,1118.0,369.0,4.2813
-118.07,33.87,18.0,3405.0,556.0,1945.0,509.0,5.7652
-118.01,33.93,31.0,3395.0,742.0,1886.0,737.0,4.4118
-117.09,32.72,33.0,1096.0,240.0,716.0,224.0,1.6944
-117.94,33.68,26.0,4183.0,539.0,1504.0,520.0,7.4056
-120.97,37.66,24.0,2930.0,588.0,1448.0,570.0,3.5395
-116.48,33.8,15.0,3004.0,615.0,437.0,210.0,3.6667
-118.05,33.96,37.0,2622.0,652.0,2778.0,644.0,2.9714
-119.27,36.34,7.0,3433.0,626.0,1793.0,626.0,3.5296
-117.09,32.61,23.0,1157.0,309.0,640.0,313.0,2.1548
-119.75,34.45,26.0,3578.0,677.0,1504.0,618.0,4.1375
-117.7,33.57,4.0,3283.0,911.0,1512.0,782.0,3.3125
-118.46,34.2,22.0,4855.0,1350.0,2519.0,1258.0,3.0893
-118.36,33.87,19.0,2512.0,575.0,1275.0,544.0,4.9375
-122.0,37.34,31.0,3344.0,620.0,1604.0,572.0,5.2108
-117.06,32.77,18.0,2269.0,682.0,1329.0,581.0,1.7951
-118.65,34.18,27.0,1793.0,339.0,1016.0,326.0,4.925
-118.67,34.16,17.0,16544.0,2206.0,6214.0,2118.0,9.1228
-118.41,33.89,34.0,2959.0,639.0,1143.0,593.0,6.348
-124.16,40.8,52.0,2167.0,480.0,908.0,451.0,1.6111
-122.82,38.33,25.0,3067.0,569.0,1602.0,550.0,3.9917
-118.08,34.07,32.0,4089.0,975.0,3775.0,955.0,3.29
-118.3,33.89,30.0,2756.0,858.0,1806.0,787.0,3.0329
-117.31,34.13,38.0,1287.0,284.0,1047.0,269.0,2.2865
-118.4,34.03,43.0,1006.0,201.0,520.0,199.0,6.5669
-122.27,37.82,40.0,946.0,375.0,700.0,352.0,1.775
-122.84,38.98,21.0,939.0,176.0,556.0,178.0,1.7196
-119.71,36.81,19.0,1648.0,368.0,557.0,354.0,1.7969
-118.14,34.65,20.0,1257.0,201.0,551.0,186.0,4.6591
-121.02,37.63,35.0,1591.0,364.0,1290.0,352.0,1.564
-118.3,33.72,28.0,2647.0,658.0,1459.0,595.0,3.4474
-122.2,37.8,46.0,2041.0,405.0,1059.0,399.0,3.8487
-122.44,37.78,37.0,1235.0,314.0,481.0,297.0,3.6875
-121.13,37.74,31.0,677.0,144.0,523.0,159.0,2.4598
-122.41,37.62,49.0,1464.0,302.0,636.0,259.0,4.25
-118.22,33.81,38.0,1486.0,359.0,1345.0,326.0,3.3988
-120.42,34.87,18.0,2505.0,376.0,1162.0,382.0,4.8359
-122.58,38.58,32.0,2723.0,637.0,1549.0,556.0,2.3942
-118.45,34.15,10.0,1091.0,260.0,517.0,266.0,4.1727
-122.45,40.61,17.0,785.0,155.0,417.0,136.0,2.3289
-118.0,33.92,26.0,2830.0,399.0,1204.0,404.0,6.1273
-117.94,33.78,40.0,299.0,68.0,163.0,70.0,3.0125
-118.02,33.9,34.0,1636.0,358.0,977.0,357.0,3.5938
-122.43,37.75,52.0,3521.0,767.0,1415.0,687.0,4.875
-122.14,37.43,18.0,2060.0,563.0,1144.0,600.0,4.0686
-118.34,34.06,52.0,2069.0,417.0,826.0,377.0,3.5481
-117.77,33.53,46.0,1033.0,223.0,462.0,224.0,3.2708
-120.27,36.29,11.0,1337.0,412.0,1376.0,318.0,2.4398
-119.32,36.3,14.0,1680.0,343.0,931.0,350.0,2.7336
-118.34,34.04,42.0,2010.0,494.0,1203.0,427.0,1.9408
-118.15,33.77,52.0,2204.0,498.0,899.0,445.0,4.1765
-122.44,37.76,38.0,2202.0,452.0,833.0,435.0,6.8939
-121.74,36.79,16.0,3841.0,620.0,1799.0,611.0,4.3814
-119.95,38.95,22.0,1058.0,352.0,851.0,269.0,2.02
-119.01,35.34,44.0,1730.0,343.0,782.0,278.0,3.0208
-117.98,33.74,29.0,3443.0,635.0,2257.0,620.0,4.7404
-118.36,34.09,33.0,3463.0,1170.0,1845.0,1134.0,2.0205
-121.96,37.34,36.0,844.0,153.0,373.0,160.0,5.791
-122.21,37.78,52.0,1056.0,224.0,792.0,245.0,2.6583
-118.19,34.1,39.0,2054.0,423.0,1205.0,403.0,4.239
-117.7,33.54,4.0,4956.0,693.0,1802.0,625.0,7.9338
-117.96,33.75,25.0,1323.0,208.0,852.0,229.0,4.6167
-122.12,37.75,28.0,794.0,111.0,329.0,109.0,7.6923
-119.86,34.42,23.0,1450.0,642.0,1258.0,607.0,1.179
-121.56,39.08,26.0,1377.0,289.0,761.0,267.0,1.4934
-120.05,36.98,16.0,3705.0,739.0,2463.0,697.0,2.5288
-118.18,34.13,44.0,2734.0,415.0,1057.0,424.0,7.9213
-118.16,34.16,44.0,1284.0,278.0,925.0,261.0,1.7321
-118.1,33.88,18.0,8046.0,1221.0,4276.0,1228.0,6.5515
-122.07,37.99,28.0,3310.0,574.0,1811.0,597.0,4.5401
-118.52,34.18,42.0,1611.0,410.0,879.0,386.0,3.1923
-118.36,34.02,46.0,3745.0,798.0,1502.0,808.0,3.8643
-121.82,38.0,30.0,3268.0,567.0,1714.0,565.0,4.4583
-122.45,37.76,52.0,1457.0,292.0,621.0,315.0,4.6477
-119.98,36.9,26.0,1284.0,239.0,820.0,254.0,2.5833
-121.73,36.9,23.0,2392.0,721.0,3074.0,718.0,2.5195
-118.29,33.74,30.0,2074.0,533.0,1311.0,531.0,2.0329
-121.97,37.57,21.0,4342.0,783.0,2172.0,789.0,4.6146
-118.45,34.16,22.0,4982.0,1358.0,2237.0,1220.0,3.7105
-118.39,34.0,40.0,1565.0,269.0,826.0,268.0,5.2035
-121.37,38.56,18.0,2129.0,363.0,815.0,347.0,2.7679
-117.78,33.82,12.0,6208.0,750.0,2443.0,739.0,9.1808
-121.92,37.69,13.0,3742.0,555.0,1590.0,559.0,7.316
-121.89,37.45,15.0,2428.0,513.0,1687.0,519.0,4.75
-119.9,37.49,13.0,2230.0,443.0,920.0,361.0,3.0
-119.71,34.41,18.0,1225.0,317.0,694.0,306.0,3.6823
-122.85,38.62,16.0,4418.0,704.0,1908.0,697.0,4.5913
-118.44,34.16,35.0,3080.0,642.0,1362.0,623.0,4.1218
-116.88,33.93,37.0,1495.0,429.0,865.0,342.0,1.2188
-117.73,34.06,51.0,498.0,115.0,368.0,112.0,1.4063
-117.9,33.93,12.0,4325.0,1191.0,1897.0,1080.0,3.3173
-121.91,36.61,30.0,2755.0,597.0,1519.0,554.0,3.2952
-118.37,34.19,19.0,2890.0,821.0,2203.0,705.0,2.6696
-121.27,38.31,17.0,1144.0,202.0,626.0,178.0,4.4107
-117.66,34.15,20.0,2524.0,311.0,965.0,285.0,8.0103
-122.04,36.97,40.0,1193.0,227.0,570.0,204.0,4.4659
-118.42,34.27,35.0,674.0,153.0,808.0,173.0,2.6667
-118.25,33.86,26.0,3022.0,476.0,1852.0,452.0,6.0531
-118.05,33.78,18.0,3414.0,434.0,1272.0,454.0,8.7015
-119.44,36.48,27.0,1546.0,415.0,1704.0,395.0,1.1728
-122.29,37.52,38.0,3767.0,603.0,1455.0,615.0,6.8787
-122.53,37.89,35.0,4127.0,689.0,1596.0,707.0,5.9073
-118.12,34.06,23.0,1190.0,347.0,965.0,327.0,2.2261
-122.26,38.12,28.0,3102.0,734.0,1623.0,639.0,3.1025
-118.31,34.26,37.0,1444.0,246.0,624.0,239.0,5.76
-118.32,34.26,24.0,5106.0,1010.0,2310.0,957.0,4.4375
-118.45,33.99,26.0,1919.0,405.0,953.0,371.0,6.0672
-118.5,34.19,26.0,2156.0,509.0,1142.0,470.0,4.0
-122.33,40.48,26.0,695.0,126.0,319.0,124.0,3.2788
-123.21,39.15,52.0,1370.0,258.0,617.0,228.0,2.55
-119.17,34.17,42.0,1411.0,300.0,1295.0,339.0,2.6667
-122.48,37.57,34.0,4648.0,806.0,2282.0,814.0,4.5556
-122.4,40.71,22.0,2390.0,484.0,1131.0,452.0,2.1458
-122.64,41.95,18.0,1867.0,424.0,802.0,314.0,1.8242
-118.21,33.92,28.0,2949.0,1003.0,4551.0,930.0,1.9026
-121.91,37.68,18.0,3631.0,547.0,1700.0,520.0,5.817
-122.28,37.88,52.0,1844.0,332.0,769.0,334.0,4.2614
-119.55,36.51,46.0,55.0,11.0,26.0,5.0,4.125
-118.39,33.84,16.0,2472.0,572.0,965.0,529.0,5.137
-119.13,36.3,33.0,3379.0,612.0,1565.0,618.0,2.7321
-117.83,34.11,29.0,2671.0,437.0,1484.0,445.0,4.9844
-118.12,34.71,26.0,4230.0,823.0,2789.0,793.0,2.5179
-118.3,34.07,28.0,5221.0,2530.0,5840.0,2374.0,1.8829
-118.18,33.77,45.0,1434.0,627.0,735.0,518.0,1.5
-122.33,38.39,36.0,831.0,122.0,272.0,109.0,6.3427
-118.38,33.83,35.0,2152.0,454.0,902.0,414.0,4.5179
-122.73,38.42,26.0,1446.0,296.0,884.0,295.0,4.3523
-117.81,33.88,19.0,2968.0,503.0,1430.0,459.0,5.3339
-122.05,37.89,37.0,1677.0,269.0,689.0,283.0,4.2625
-119.74,34.45,29.0,2526.0,388.0,1092.0,409.0,6.0597
-122.18,37.7,35.0,2562.0,554.0,1398.0,525.0,3.3906
-118.1,34.12,50.0,1835.0,231.0,636.0,211.0,11.6471
-122.3,38.25,18.0,3548.0,880.0,1476.0,699.0,3.7188
-121.05,37.93,17.0,2474.0,480.0,1649.0,453.0,3.275
-120.18,36.59,25.0,948.0,198.0,613.0,171.0,2.3026
-119.78,36.8,34.0,2200.0,493.0,1243.0,431.0,1.8514
-117.15,34.22,10.0,1039.0,174.0,317.0,109.0,7.2371
-117.13,33.13,17.0,3164.0,652.0,1123.0,699.0,2.082
-117.69,34.06,25.0,1881.0,433.0,1337.0,417.0,2.5536
-122.41,37.61,43.0,1934.0,303.0,847.0,300.0,4.7381
-123.22,39.16,32.0,1149.0,187.0,499.0,208.0,3.6587
-118.93,35.37,34.0,2412.0,446.0,1558.0,421.0,2.6903
-117.05,32.75,36.0,2024.0,408.0,1030.0,390.0,3.8233
-119.64,36.32,32.0,2205.0,523.0,1772.0,479.0,1.3569
-118.78,34.16,9.0,30405.0,4093.0,12873.0,3931.0,8.0137
-117.4,33.93,35.0,1468.0,298.0,1168.0,261.0,2.2222
-117.96,34.07,32.0,2910.0,709.0,2583.0,670.0,3.7736
-118.29,34.36,34.0,503.0,99.0,275.0,68.0,4.5491
-117.7,33.62,16.0,9653.0,2000.0,4732.0,1922.0,3.7361
-118.06,34.1,43.0,1833.0,355.0,786.0,334.0,3.5761
-117.95,34.11,29.0,1986.0,448.0,2013.0,432.0,3.1034
-119.03,35.41,37.0,1761.0,443.0,911.0,365.0,2.0331
-123.11,40.6,23.0,708.0,202.0,316.0,136.0,1.1602
-122.71,38.42,23.0,1569.0,414.0,1031.0,368.0,1.6267
-118.15,34.16,18.0,1711.0,383.0,1474.0,415.0,1.2891
-117.1,32.67,22.0,1690.0,541.0,1669.0,494.0,2.0213
-118.2,33.92,39.0,1050.0,217.0,895.0,207.0,3.1538
-121.76,38.66,17.0,5320.0,984.0,2866.0,928.0,4.1997
-121.28,38.64,24.0,3459.0,573.0,1336.0,544.0,4.8661
-119.74,36.75,47.0,2236.0,418.0,1042.0,397.0,2.9545
-121.51,38.55,45.0,3032.0,631.0,1341.0,597.0,2.8417
-122.3,37.87,10.0,503.0,118.0,228.0,100.0,2.1705
-121.29,37.72,22.0,1630.0,404.0,4402.0,358.0,1.9792
-117.89,33.84,35.0,3315.0,744.0,2425.0,687.0,3.5521
-117.69,33.55,9.0,3856.0,571.0,1646.0,576.0,6.8007
-118.4,33.85,29.0,2085.0,533.0,919.0,489.0,5.6017
-119.69,36.75,13.0,2343.0,409.0,1347.0,405.0,4.0027
-121.14,38.82,22.0,1816.0,278.0,832.0,278.0,5.07
-120.55,37.32,21.0,1410.0,229.0,590.0,205.0,3.3194
-117.76,34.04,34.0,1914.0,364.0,1564.0,328.0,2.8347
-117.13,32.91,16.0,2715.0,581.0,1619.0,584.0,4.0
-121.32,38.02,26.0,2851.0,533.0,1544.0,499.0,3.5379
-117.8,33.69,14.0,1800.0,362.0,874.0,373.0,4.2083
-121.7,37.2,15.0,531.0,154.0,469.0,155.0,4.65
-117.38,33.89,12.0,3964.0,524.0,1707.0,549.0,5.1624
-117.04,32.71,28.0,5274.0,991.0,3727.0,961.0,3.57
-118.13,33.79,36.0,1245.0,211.0,508.0,221.0,5.3441
-118.44,34.26,34.0,325.0,60.0,433.0,83.0,5.5124
-118.2,33.91,43.0,1381.0,278.0,1494.0,298.0,3.5878
-119.79,36.81,35.0,1877.0,328.0,1155.0,353.0,3.069
-123.22,40.54,27.0,1573.0,361.0,847.0,330.0,1.9034
-117.17,32.74,39.0,3803.0,806.0,1567.0,775.0,3.7039
-118.31,34.09,34.0,2065.0,839.0,2626.0,775.0,1.8214
-119.05,35.42,35.0,2353.0,483.0,1368.0,455.0,2.325
-117.09,32.9,16.0,1989.0,290.0,814.0,291.0,6.2715
-122.41,37.79,52.0,3302.0,869.0,1178.0,727.0,3.3681
-117.08,32.62,28.0,2468.0,506.0,1353.0,522.0,3.0771
-122.1,37.68,37.0,2116.0,503.0,1109.0,448.0,2.535
-122.33,37.58,40.0,2362.0,468.0,992.0,425.0,4.7917
-119.8,36.75,46.0,2625.0,593.0,1368.0,551.0,1.5273
-118.35,34.16,49.0,1305.0,228.0,584.0,255.0,5.636
-122.56,37.91,52.0,1972.0,327.0,755.0,345.0,7.1924
-118.28,33.98,45.0,1720.0,416.0,1382.0,365.0,0.9337
-118.02,33.85,31.0,1922.0,329.0,1030.0,353.0,5.3416
-117.1,33.12,12.0,961.0,342.0,315.0,201.0,0.813
-119.57,36.7,7.0,1761.0,309.0,974.0,308.0,3.7261
-121.97,37.0,25.0,990.0,166.0,522.0,185.0,4.8269
-121.26,38.66,19.0,3170.0,444.0,1344.0,452.0,6.1183
-118.31,33.82,39.0,2198.0,425.0,1160.0,436.0,4.1406
-122.29,37.91,38.0,2591.0,424.0,905.0,378.0,5.1691
-122.11,37.7,23.0,1689.0,461.0,828.0,443.0,2.1552
-117.99,33.71,17.0,1600.0,458.0,1803.0,432.0,2.7865
-117.28,34.51,10.0,4676.0,884.0,2845.0,812.0,3.0181
-117.23,33.79,17.0,3318.0,759.0,2016.0,673.0,2.2969
-119.28,36.54,33.0,1470.0,330.0,1222.0,301.0,1.8163
-120.83,37.51,34.0,3078.0,477.0,1226.0,487.0,4.601
-118.68,34.28,5.0,6150.0,1265.0,3188.0,1266.0,4.7034
-117.17,32.75,52.0,1052.0,239.0,381.0,201.0,3.0726
-122.14,37.67,36.0,1487.0,249.0,641.0,243.0,4.0682
-118.3,34.1,38.0,2067.0,914.0,2717.0,853.0,1.7641
-117.86,33.88,20.0,3977.0,540.0,1886.0,541.0,6.5843
-118.26,33.78,27.0,1672.0,491.0,1723.0,462.0,2.0458
-116.31,33.65,8.0,3079.0,558.0,1572.0,474.0,4.5938
-122.06,37.38,21.0,1798.0,399.0,837.0,410.0,5.6999
-118.35,33.9,31.0,1547.0,344.0,956.0,287.0,3.4698
-122.71,38.45,39.0,2739.0,573.0,1223.0,569.0,2.9663
-118.18,34.02,43.0,887.0,219.0,965.0,217.0,2.625
-118.44,34.18,35.0,972.0,270.0,550.0,256.0,2.2461
-122.12,37.4,32.0,3514.0,473.0,1583.0,480.0,10.3894
-121.25,38.05,25.0,1967.0,362.0,1035.0,361.0,3.5735
-121.58,37.01,44.0,3192.0,565.0,1439.0,568.0,4.3693
-122.24,37.47,40.0,1504.0,270.0,689.0,287.0,6.1244
-119.37,36.47,26.0,337.0,69.0,277.0,73.0,2.3438
-121.64,37.15,13.0,4780.0,798.0,2795.0,764.0,6.1684
-118.04,34.06,30.0,2019.0,551.0,2481.0,484.0,3.1875
-117.86,33.67,16.0,20.0,5.0,15.0,5.0,3.875
-120.93,37.65,1.0,2254.0,328.0,402.0,112.0,4.25
-117.12,32.75,15.0,2671.0,724.0,1800.0,646.0,2.1394
-120.13,39.06,22.0,2465.0,539.0,381.0,146.0,2.875
-119.22,34.27,11.0,4695.0,955.0,2065.0,982.0,3.2158
-117.9,33.66,22.0,3568.0,938.0,1952.0,938.0,3.1667
-121.07,40.85,17.0,976.0,202.0,511.0,175.0,3.6641
-117.02,32.72,36.0,2030.0,369.0,1142.0,357.0,3.7763
-119.67,37.27,13.0,5087.0,981.0,2284.0,913.0,2.7413
-122.88,38.34,20.0,3404.0,628.0,1641.0,585.0,5.0574
-116.95,32.96,18.0,2087.0,353.0,992.0,329.0,4.5
-117.24,32.74,43.0,2216.0,375.0,918.0,388.0,5.5289
-122.78,38.52,23.0,2511.0,549.0,1052.0,527.0,2.4922
-118.13,34.05,35.0,3229.0,616.0,1879.0,595.0,3.9531
-118.32,34.19,37.0,589.0,119.0,375.0,122.0,3.3897
-122.3,38.27,4.0,1051.0,263.0,455.0,248.0,3.6389
-121.95,36.59,22.0,3553.0,530.0,1108.0,441.0,5.8505
-121.67,37.13,19.0,3269.0,483.0,1383.0,452.0,5.6205
-122.78,38.41,43.0,1351.0,277.0,1011.0,297.0,2.5917
-117.2,32.77,31.0,1952.0,471.0,936.0,462.0,2.8621
-124.02,40.72,28.0,3513.0,634.0,1658.0,598.0,3.8095
-117.07,32.76,42.0,1827.0,378.0,880.0,380.0,2.5125
-122.24,40.18,39.0,2191.0,493.0,1307.0,499.0,1.6483
-117.25,34.15,22.0,7935.0,1976.0,4523.0,1791.0,2.1465
-122.3,37.57,36.0,2406.0,436.0,1189.0,403.0,4.7917
-117.68,33.63,13.0,5830.0,921.0,2897.0,891.0,6.2403
-122.19,37.78,52.0,1070.0,193.0,555.0,190.0,3.7262
-122.01,37.18,37.0,3852.0,652.0,1534.0,567.0,5.8596
-121.8,37.27,10.0,3301.0,593.0,2190.0,575.0,6.223
-117.91,34.14,42.0,2225.0,485.0,1544.0,464.0,2.2442
-122.04,37.31,24.0,3388.0,633.0,1627.0,585.0,5.154
-118.46,34.06,20.0,5448.0,1532.0,2202.0,1442.0,4.2554
-122.42,37.62,40.0,1545.0,264.0,756.0,282.0,4.4643
-121.82,38.01,25.0,3018.0,606.0,1614.0,568.0,3.4722
-122.43,37.78,52.0,4014.0,1069.0,2070.0,927.0,2.8202
-118.29,33.88,27.0,2082.0,612.0,2009.0,548.0,2.9063
-118.17,34.05,45.0,733.0,178.0,715.0,165.0,2.5962
-119.82,36.8,33.0,1670.0,256.0,528.0,250.0,2.9471
-122.41,37.8,52.0,2583.0,672.0,1335.0,613.0,3.1477
-118.36,34.09,36.0,1390.0,458.0,874.0,468.0,2.5812
-117.66,33.59,18.0,4552.0,706.0,1918.0,671.0,7.5791
-118.28,34.08,52.0,2465.0,773.0,2328.0,746.0,2.6178
-116.97,33.13,10.0,5149.0,851.0,2177.0,783.0,6.7957
-122.28,37.85,49.0,1130.0,244.0,607.0,239.0,2.4597
-117.58,34.1,4.0,6360.0,1584.0,3359.0,1396.0,3.5186
-117.24,32.79,17.0,1149.0,266.0,403.0,228.0,4.1652
-117.97,33.82,26.0,4013.0,985.0,2442.0,922.0,3.7655
-122.08,37.36,28.0,2181.0,284.0,728.0,238.0,8.2266
-117.8,33.63,8.0,32.0,9.0,26.0,11.0,4.1944
-117.8,33.52,50.0,1152.0,341.0,519.0,225.0,3.053
-119.08,36.13,21.0,2271.0,376.0,1145.0,372.0,3.1528
-118.2,33.83,35.0,3737.0,613.0,1305.0,583.0,7.2096
-121.47,38.68,19.0,946.0,182.0,474.0,173.0,5.0155
-118.01,33.7,24.0,3856.0,567.0,1741.0,588.0,7.248
-118.3,34.01,52.0,1444.0,343.0,1154.0,334.0,2.0625
-121.97,37.93,4.0,3241.0,464.0,1552.0,494.0,6.6134
-121.04,37.7,52.0,349.0,59.0,121.0,40.0,3.3036
-118.43,34.02,42.0,1528.0,244.0,634.0,242.0,8.1631
-118.36,33.92,46.0,1231.0,231.0,793.0,256.0,4.1023
-117.17,32.83,24.0,3541.0,530.0,1591.0,530.0,5.3538
-118.21,33.96,39.0,2265.0,628.0,2323.0,599.0,2.1522
-122.3,41.31,29.0,4059.0,787.0,1700.0,702.0,2.4526
-121.99,37.77,14.0,8213.0,1364.0,3283.0,1286.0,5.1755
-122.05,37.9,32.0,4498.0,862.0,1818.0,851.0,4.8088
-120.48,37.31,42.0,2361.0,512.0,1684.0,511.0,2.355
-118.29,33.93,41.0,896.0,198.0,605.0,168.0,2.2778
-118.18,33.84,43.0,2561.0,544.0,1063.0,537.0,3.835
-120.85,37.05,32.0,2893.0,481.0,1198.0,466.0,3.1719
-118.3,34.11,52.0,3136.0,675.0,1213.0,606.0,3.5806
-118.45,34.23,15.0,5738.0,1767.0,4620.0,1581.0,2.3584
-122.72,38.48,23.0,2296.0,356.0,902.0,334.0,6.0298
-122.23,37.47,39.0,5264.0,1259.0,3057.0,1265.0,3.623
-122.11,37.65,18.0,4335.0,808.0,2041.0,734.0,3.4861
-123.15,39.31,19.0,1026.0,205.0,424.0,152.0,2.8833
-118.2,33.98,38.0,867.0,243.0,950.0,235.0,1.8929
-121.41,38.58,18.0,6955.0,1882.0,2803.0,1740.0,3.089
-117.24,32.79,25.0,2135.0,691.0,566.0,320.0,2.6902
-117.94,33.88,35.0,2159.0,343.0,833.0,335.0,5.3738
-119.26,34.27,36.0,1972.0,382.0,1029.0,411.0,3.7337
-117.98,33.73,22.0,4232.0,624.0,2408.0,660.0,6.6539
-119.63,36.79,19.0,1317.0,189.0,517.0,187.0,4.526
-118.11,33.89,34.0,2508.0,594.0,1549.0,545.0,3.2069
-118.32,33.82,22.0,2508.0,402.0,1254.0,395.0,7.0935
-118.6,34.07,16.0,319.0,59.0,149.0,64.0,4.625
-117.65,34.08,38.0,2750.0,572.0,1410.0,483.0,3.3836
-117.84,33.84,23.0,4388.0,864.0,2526.0,846.0,4.5217
-118.21,33.93,36.0,1337.0,382.0,1769.0,393.0,2.6953
-121.8,38.67,10.0,2086.0,380.0,1073.0,378.0,4.5526
-121.8,37.35,27.0,2358.0,415.0,1562.0,383.0,5.2297
-116.0,34.12,32.0,3163.0,712.0,1358.0,544.0,2.125
-121.99,37.4,24.0,3217.0,689.0,1196.0,684.0,3.4896
-118.33,34.05,44.0,1574.0,390.0,1323.0,404.0,2.5284
-121.83,37.34,21.0,6404.0,1232.0,6047.0,1235.0,4.2098
-122.19,38.13,5.0,7854.0,1446.0,4361.0,1395.0,4.9504
-117.98,33.81,28.0,3528.0,816.0,2304.0,764.0,2.582
-118.3,34.19,52.0,2962.0,468.0,1364.0,466.0,4.9042
-117.08,32.67,31.0,3008.0,764.0,2088.0,757.0,2.5662
-118.33,33.89,42.0,1816.0,338.0,897.0,306.0,5.1874
-121.33,37.97,43.0,1511.0,292.0,721.0,320.0,3.5703
-118.36,33.94,33.0,939.0,284.0,1309.0,250.0,3.4063
-122.31,38.3,45.0,3023.0,659.0,1789.0,657.0,3.6039
-117.71,33.62,22.0,2520.0,387.0,1338.0,391.0,5.8898
-118.04,34.12,44.0,2007.0,288.0,921.0,307.0,6.5989
-121.96,38.34,14.0,3035.0,680.0,1597.0,663.0,3.6036
-117.77,33.69,14.0,1413.0,372.0,744.0,338.0,3.7988
-118.19,33.99,36.0,1273.0,379.0,1398.0,353.0,2.4516
-122.44,37.72,52.0,1380.0,272.0,847.0,284.0,3.7143
-121.47,38.13,13.0,3192.0,715.0,1768.0,626.0,2.2619
-118.18,33.82,43.0,2210.0,469.0,1042.0,418.0,3.5
-121.01,37.68,33.0,828.0,123.0,373.0,133.0,5.5
-120.85,37.55,45.0,350.0,62.0,187.0,63.0,2.5938
-122.0,37.95,9.0,2214.0,256.0,848.0,239.0,6.8145
-117.87,34.12,34.0,1004.0,220.0,772.0,217.0,3.8571
-122.37,41.41,28.0,1729.0,419.0,929.0,370.0,1.27
-121.53,38.56,39.0,2438.0,483.0,1103.0,472.0,2.9375
-121.96,37.52,26.0,4211.0,741.0,2352.0,734.0,5.2396
-118.14,34.11,52.0,3367.0,545.0,1427.0,535.0,5.2292
-121.3,38.65,26.0,3192.0,447.0,1132.0,418.0,4.5278
-117.51,34.16,2.0,718.0,98.0,119.0,50.0,4.1
-122.39,40.52,24.0,2068.0,346.0,951.0,332.0,3.9306
-117.89,33.86,28.0,1395.0,398.0,1220.0,362.0,3.3008
-121.19,38.04,35.0,703.0,117.0,290.0,107.0,3.225
-119.03,34.21,11.0,4528.0,729.0,2398.0,684.0,5.3044
-115.32,32.82,34.0,591.0,139.0,327.0,89.0,3.6528
-117.27,33.23,5.0,20908.0,3933.0,9690.0,3510.0,4.1405
-118.36,33.82,28.0,67.0,15.0,49.0,11.0,6.1359
-117.11,32.71,30.0,1729.0,457.0,1673.0,460.0,1.7
-117.18,32.76,17.0,711.0,254.0,327.0,227.0,2.6493
-117.09,32.98,23.0,1125.0,273.0,687.0,308.0,2.3182
-118.49,34.42,23.0,4166.0,756.0,2082.0,743.0,4.4107
-120.44,34.64,8.0,787.0,126.0,446.0,133.0,4.6023
-122.13,38.02,52.0,2378.0,508.0,940.0,451.0,2.9583
-117.11,32.9,16.0,2043.0,388.0,705.0,352.0,4.4766
-121.42,37.73,2.0,2682.0,393.0,883.0,271.0,5.9934
-118.5,33.97,52.0,709.0,329.0,388.0,313.0,2.2643
-117.33,34.06,48.0,732.0,149.0,486.0,139.0,2.5673
-121.19,38.66,26.0,1937.0,286.0,769.0,274.0,6.1185
-121.32,35.95,31.0,372.0,68.0,479.0,67.0,3.5547
-116.88,34.19,38.0,898.0,259.0,106.0,52.0,1.6875
-122.01,38.26,12.0,4132.0,710.0,2087.0,633.0,4.5987
